Is Registered,Accepts Card,MCC Category group,Current pricing,Transaction Fees per Unit Turnover Scaled,Average Transaction Amount Scaled,Visa Credit Scaled,Annual Card Turnover Scaled,Visa Business Debit Scaled
0,0,1,Neutral,0.1824647532729105,0.0038400945254037015,0.020467100295415104,0.000175175484695303,0.023155233215782823
1,0,0,Non-Competitive,0.43548590130916426,0.009747932256794014,0.01805608912792931,8.50877416897566e-06,0.002887750349324639
0,1,0,Competitive,0.10140627247878005,0.006794013391098858,0.02915355340276187,0.0012278073406510545,0.02868739484615458
0,1,0,Competitive,0.08125629405840888,0.004824734147302088,0.036708307390676535,0.0017541232686289305,0.03779359904185242
0,1,0,Neutral,0.13840634441087624,0.0006892477353288697,0.08749850967716295,0.00350850969522185,0.08390445139397165
1,1,1,Competitive,0.020917254112118186,0.002855454903505317,0.02201262027457266,0.03859623822708024,0.02211280413422938
1,0,1,Competitive,0.09201014242555029,0.03436392280425364,0.013105378598774814,0.0008769300553324709,0.00777544366605515
0,1,1,Competitive,0.055425839298025234,0.02737298148877511,0.009525198694280144,0.00291924638225782,0.010486774553664587
1,0,1,Competitive,0.08286127895266869,0.03928712091374557,0.009637421012889636,0.0010523686979917626,0.009082440614811366
0,0,1,Competitive,0.007214122452674346,0.1751673887357227,0.002690395533541527,0.01719272382264662,0.0005068851905043509
1,0,0,Neutral,0.12846173212487416,0.0018708152816069316,0.08638573529216952,0.0017541232686289305,0.08769711890345333
1,1,0,Competitive,0.05976763817309404,0.006597085466719181,0.02010864356075335,0.006315527977770521,0.014810581894611595
1,1,0,Competitive,0.07399391897126038,0.006301693580149665,0.029065626175062233,0.0017541232686289305,0.030116134447759974
0,1,1,Competitive,0.059311010406176604,0.0010831035840882237,0.05751542208150631,0.015789214681372284,0.055581431454743056
1,1,1,Non-Competitive,0.39363041289023176,0.000393855848759354,0.3366804880310517,0.0010523686979917626,0.3376139463703507
0,0,1,Competitive,0.05941591137965764,0.0018708152816069316,0.03623140408282221,0.009648862188297068,0.03340208929403154
1,1,0,Neutral,0.13190248405505206,0.0013784954706577393,0.04965534904464786,0.0015786846259696384,0.04548983077161931
1,1,0,Neutral,0.21834088620342407,0.006597085466719181,0.007087313047279662,0.000175175484695303,0.00013307605296426902
0,0,0,Non-Competitive,0.43548590130916426,0.0008861756597085466,0.01805608912792931,0.000175175484695303,0.002887750349324639
1,1,1,Neutral,0.16987663645518636,0.019594328475777866,0.007219786188350312,0.0005260527700138869,0.009847627919355914
0,0,1,Non-Competitive,0.23627895266868082,0.0008861756597085466,0.17108906169274182,0.0008769300553324709,0.17126888016501432
1,1,0,Neutral,0.12619587109768382,0.0010831035840882237,0.08813438075430206,0.005059896068393703,0.0862998203473285
0,1,0,Non-Competitive,0.27457380233059997,0.0005907837731390312,0.24014920260631445,0.0021050005539475143,0.24216039466555134
0,0,0,Non-Competitive,0.43548590130916426,0.03436392280425364,0.01805608912792931,0.00021026321322716138,0.002887750349324639
1,0,1,Non-Competitive,0.45436807653575056,0.0005907837731390312,0.019009895743637983,0.00010500002763158622,0.003127287244660325
0,1,0,Competitive,0.09906847935548847,0.0014769594328475778,0.04610065309258548,0.00350850969522185,0.042318184842637566
0,0,1,Non-Competitive,0.37569234642497495,0.0033477747144545094,0.015035701511518536,0.000350614127354595,0.002129216847428305
0,1,0,Competitive,0.0961312520980195,0.0010831035840882237,0.05910509977435409,0.007368159833726273,0.05578104553418946
1,1,0,Non-Competitive,0.43548590130916426,0.019594328475777866,0.01805608912792931,3.245614889196901e-06,0.002887750349324639
1,1,1,Neutral,0.11046072507552872,0.0013784954706577393,0.07157523812047108,0.0027365796675209654,0.06966531372679487
1,1,0,Competitive,0.09757588836138688,0.0033477747144545094,0.05169669706609841,0.006315527977770521,0.047660237825917516
1,1,1,Competitive,0.011056562604900969,0.014671130366285938,0.006734051337757934,0.021052373961151043,0.004568944485106571
1,1,1,Competitive,0.046119712990936576,0.39375738479716427,0.005746022493939355,0.00438570290851831,0.0003825936522722736
1,1,0,Competitive,0.10089947816533922,0.0009846396218983853,0.0641230217846059,0.00701728254840769,0.060821805116169345
1,0,1,Non-Competitive,0.37569234642497495,0.0010831035840882237,0.015035701511518536,0.0008769300553324709,0.002129216847428305
1,0,1,Neutral,0.21834088620342407,0.04913351713272942,0.007087313047279662,0.0001400877561634446,0.00013307605296426902
1,1,0,Competitive,0.06885699899295068,0.0023631350925561244,0.0304025858757137,0.008771668975000608,0.02694790072526449
1,1,1,Neutral,0.12078298086606247,0.002855454903505317,0.0433849537006372,0.0010523686979917626,0.038192827200745225
0,0,0,Non-Competitive,0.24540533736153086,0.0006892477353288697,0.08670367083073907,0.00021026321322716138,0.08969325969791737
0,0,1,Neutral,0.21834088620342407,0.1968294604174872,0.007087313047279662,0.000350614127354595,0.00013307605296426902
1,0,1,Neutral,0.21834088620342407,0.04913351713272942,0.007087313047279662,0.000175175484695303,0.00013307605296426902
0,0,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,8.745616336565703e-05,0.002887750349324639
0,0,1,Non-Competitive,0.3756923464249749,0.000393855848759354,0.015035701511518536,1.7280706301940254e-05,0.002129216847428305
0,0,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,5.2368434833798645e-05,0.002887750349324639
1,1,0,Competitive,0.015852035678319665,0.006794013391098858,0.011780647188068335,0.021052373961151043,0.009638508407554917
0,0,0,Non-Competitive,0.37569234642497495,0.0012800315084679009,0.015035701511518536,0.000350614127354595,0.002129216847428305
1,1,1,Competitive,0.043995468277945635,0.1968294604174872,0.004239140514260734,0.00701728254840769,0.0006653802648213451
0,0,0,Neutral,0.12990936555891247,0.0023631350925561244,0.03199226356856147,0.0008769300553324709,0.02814558520194291
1,1,1,Neutral,0.10494293387042634,0.2952934226073257,0.005718423922882968,0.0010523686979917626,0.001752168030696211
0,0,1,Neutral,0.15445619335347438,0.0018708152816069316,0.04100043716136553,0.0010523686979917626,0.034999001929602765
0,0,1,Competitive,0.05941591137965764,0.0018708152816069316,0.03623140408282221,0.010350616758934235,0.03340208929403154
0,1,0,Non-Competitive,0.43548590130916426,0.07867270578968098,0.01805608912792931,0.00021026321322716138,0.002887750349324639
0,1,1,Neutral,0.16987663645518636,0.019594328475777866,0.007219786188350312,0.0008769300553324709,0.009847627919355914
0,0,1,Neutral,0.1793177240684795,0.004824734147302088,0.0171552717686489,0.00021026321322716138,0.019828331891676095
1,1,0,Competitive,0.0405337361530715,0.004824734147302088,0.01636043292222502,0.012280441828186446,0.01344068134939118
1,1,0,Neutral,0.15288267875125888,0.0008861756597085466,0.07173420588975585,0.0014032459833103466,0.06766917293233082
0,0,0,Non-Competitive,0.45436807653575045,0.000393855848759354,0.019009895743637983,8.745616336565703e-05,0.003127287244660325
0,0,0,Neutral,0.1919058408862035,0.0023631350925561244,0.0304025858757137,1.7280706301940254e-05,0.033135937188103
1,1,0,Non-Competitive,0.43548590130916426,0.9845411579361953,0.01805608912792931,0.000350614127354595,0.002887750349324639
0,0,0,Non-Competitive,0.45436807653575045,0.0038400945254037015,0.019009895743637983,0.000175175484695303,0.003127287244660325
0,0,0,Neutral,0.10662134944612288,0.0008861756597085466,0.07014452819690807,0.00701728254840769,0.0668707166145452
1,1,1,Competitive,0.0515343515721159,0.08851910200866484,0.005429926860106892,0.0017541232686289305,0.006372864314177775
0,1,0,Competitive,0.09159842582286536,0.0017723513194170934,0.038769310574912515,0.00438570290851831,0.03575193222926903
1,1,1,Competitive,0.056961228600201405,0.009747932256794014,0.015274153165445706,0.0014032459833103466,0.013107991216980504
1,1,0,Neutral,0.1419310171198389,0.0008861756597085466,0.10469352338813305,0.0017541232686289305,0.10293432696786214
0,0,0,Non-Competitive,0.43548590130916426,0.0008861756597085466,0.01805608912792931,1.4912284626039814e-06,0.002887750349324639
1,1,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,0.00043833344868424097,0.002887750349324639
1,0,1,Competitive,0.08125629405840888,0.004824734147302088,0.036708307390676535,0.0017541232686289305,0.03779359904185242
0,1,1,Neutral,0.10504783484390741,0.1968294604174872,0.00582881820710851,0.0008769300553324709,0.0018630647414997685
0,1,1,Competitive,0.0613600760881728,0.017625049231981094,0.013584384654900106,0.004561141551177602,0.0093744686199274
1,1,1,Neutral,0.16704431017119853,0.1968294604174872,0.004239140514260734,0.0005260527700138869,0.0068534167276598605
0,1,0,Non-Competitive,0.30371529276363124,0.0005907837731390312,0.24205681583773175,0.0007892107340028248,0.24255962282444418
1,1,1,Neutral,0.10506881503860362,0.002855454903505317,0.059582003082208415,0.007894475761704147,0.055581431454743056
0,1,0,Competitive,0.09169044422065574,0.0034462386766443477,0.02310184387893132,0.0021927198752771603,0.01941431750467615
1,1,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,6.991229909972783e-05,0.002887750349324639
0,0,0,Non-Competitive,0.43548590130916426,0.000393855848759354,0.01805608912792931,3.482457056786945e-05,0.002887750349324639
1,1,0,Competitive,0.014728096676737176,0.007778653012997242,0.010597851285651832,0.015789214681372284,0.008450329363231085
1,0,1,Competitive,0.022447574195841494,0.008270972823946435,0.011700495371622226,0.015789214681372284,0.00796107916850951
0,0,1,Neutral,0.17302366565961746,0.009747932256794014,0.010531614715116508,0.000175175484695303,0.013174529243462641
0,0,0,Competitive,0.07399391897126038,0.006301693580149665,0.029065626175062233,0.0017716671328948596,0.030116134447759974
1,0,1,Competitive,0.050100704934541815,0.49222134698700276,0.00392120497569118,0.0017541232686289305,0.004857275933195822
1,1,1,Non-Competitive,0.45436807653575045,9.846396218983852e-05,0.019009895743637983,0.0005435966342798161,0.003127287244660325
0,0,1,Non-Competitive,0.27163058073178925,0.0004923198109491925,0.11430224188712407,1.7280706301940254e-05,0.11741743739880676
1,0,0,Neutral,0.1981998992950656,0.0018708152816069316,0.03702624292924609,0.00010500002763158622,0.03978973983631645
0,0,1,Non-Competitive,0.43548590130916426,0.00531705395825128,0.01805608912792931,2.605263843490485e-05,0.002887750349324639
1,0,1,Competitive,0.06048590130916416,0.019594328475777866,0.012664432286353942,0.00438570290851831,0.008450329363231085
0,1,0,Competitive,0.060150218194024815,0.005809373769200473,0.014947386084138104,0.00526289612181477,0.011621975292212833
1,1,1,Competitive,0.06027609936220209,0.014671130366285938,0.014629450545568553,0.00350850969522185,0.015614256881140905
0,0,0,Non-Competitive,0.45436807653575056,0.000393855848759354,0.019009895743637983,8.50877416897566e-06,0.003127287244660325
1,1,0,Neutral,0.12141238670694869,0.0018708152816069316,0.038615920622093874,0.0017541232686289305,0.03440015969126355
1,1,0,Neutral,0.13620342396777446,0.0018708152816069316,0.038615920622093874,0.0008769300553324709,0.03479938785015636
1,0,1,Competitive,0.04516436483959142,0.6891492713666798,0.003349677995643523,0.021052373961151043,0.0003707118618290349
1,1,1,Neutral,0.14964573442670126,0.0005907837731390312,0.09932646870132794,0.003859386980540434,0.09578624183720996
0,0,1,Non-Competitive,0.37569234642497495,0.49222134698700276,0.015035701511518536,0.000350614127354595,0.002129216847428305
1,0,0,Competitive,0.09308912386706951,0.0018708152816069316,0.05517506325592486,0.00438570290851831,0.05003659591456518
0,0,1,Neutral,0.19409507859363379,0.002166207168176447,0.03270646658998584,3.482457056786945e-05,0.03545030332661203
1,1,1,Competitive,0.05673209658621585,0.00866482867270579,0.01135026895768793,0.00526289612181477,0.00800848696265871
1,1,0,Neutral,0.10309667673716015,0.0018708152816069316,0.05612886987163353,0.00350850969522185,0.05183312262958281
1,1,1,Neutral,0.16882762672037605,0.029440724694761715,0.006115843346094912,0.0005260527700138869,0.008738660811320336
0,1,0,Competitive,0.0710599194360524,0.005809373769200473,0.02364645568111065,0.0012278073406510545,0.021159092421318786
0,0,1,Non-Competitive,0.43548590130916426,0.029440724694761715,0.01805608912792931,0.000175175484695303,0.002887750349324639
1,0,1,Neutral,0.11102719033232634,0.009747932256794014,0.012121292407964288,0.0008769300553324709,0.008184177257302548
0,1,0,Neutral,0.19190584088620355,0.0023631350925561244,0.0304025858757137,8.745616336565703e-05,0.033135937188103
1,1,1,Competitive,0.03843571668345082,0.005809373769200473,0.01415254723771422,0.010526055401593527,0.011222747133320025
0,0,0,Neutral,0.19819989929506554,0.0018708152816069316,0.03702624292924609,6.991229909972783e-05,0.03978973983631645
1,0,1,Competitive,0.08943070241691846,0.7876132335565184,0.010390862002728945,0.0009646493766621168,0.00504857275933196
0,0,1,Non-Competitive,0.45436807653575056,0.0013784954706577393,0.019009895743637983,3.482457056786945e-05,0.003127287244660325
0,1,1,Non-Competitive,0.3756923464249749,0.0008861756597085466,0.015035701511518536,8.50877416897566e-06,0.002129216847428305
1,0,1,Competitive,0.09990768714333674,0.00728633320204805,0.027576492199539872,0.0007014914126731789,0.027103156120389472
0,0,0,Competitive,0.05626888217522662,0.004824734147302088,0.0171552717686489,0.00701728254840769,0.013640295428837578
0,0,0,Non-Competitive,0.43548590130916426,0.0038400945254037015,0.01805608912792931,0.0008769300553324709,0.002887750349324639
0,0,1,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,1.4912284626039814e-06,0.002887750349324639
0,1,0,Competitive,0.045778784827123234,0.029440724694761715,0.006115843346094912,0.008771668975000608,0.002550624348481824
0,1,0,Non-Competitive,0.37569234642497495,0.009747932256794014,0.015035701511518536,0.0014909653046399924,0.002129216847428305
0,0,0,Non-Competitive,0.3756923464249749,0.0008861756597085466,0.015035701511518536,3.482457056786945e-05,0.002129216847428305
1,0,0,Neutral,0.10683115139308501,0.029440724694761715,0.0077055210389426875,0.0008769300553324709,0.0037483088251602467
1,1,1,Competitive,0.050918932527693875,0.04913351713272942,0.005232689072290592,0.00568394886419707,0.0018630647414997676
0,0,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,0.0012278073406510545,0.002887750349324639
1,1,0,Competitive,0.08994209466263851,0.0018708152816069316,0.03702624292924609,0.00438570290851831,0.03400093153237075
1,1,0,Neutral,0.20587865055387722,0.0008861756597085466,0.1691814484613245,0.008771668975000608,0.16647814225830063
0,1,1,Neutral,0.16777861698556573,0.058979913351713265,0.005011900503839513,0.0010523686979917626,0.007629693703284762
1,1,1,Neutral,0.15030211480362543,0.0008861756597085466,0.1058062977731265,0.0017541232686289305,0.10173664249118372
1,1,1,Non-Competitive,0.45436807653575045,0.002855454903505317,0.019009895743637983,0.0008769300553324709,0.003127287244660325
1,0,0,Neutral,0.10662134944612288,0.0008861756597085466,0.07014452819690807,0.00701728254840769,0.0668707166145452
1,1,1,Competitive,0.052153536292509114,0.0024615990547459626,0.0285887228672079,0.009122546260319192,0.025724624699939094
1,0,1,Neutral,0.21834088620342407,0.010732571878692398,0.007087313047279662,0.00043833344868424097,0.00013307605296426902
0,0,1,Non-Competitive,0.45436807653575045,0.000393855848759354,0.019009895743637983,3.245614889196901e-06,0.003127287244660325
0,0,1,Neutral,0.1733549318916628,0.009255612445844821,0.010880228244249794,0.000175175484695303,0.013524729382842294
0,0,1,Neutral,0.2191800939912723,0.0010831035840882237,0.05910509977435409,0.0001400877561634446,0.06196908199702797
0,0,0,Neutral,0.11102719033232634,0.009747932256794014,0.012121292407964288,0.0008769300553324709,0.008184177257302548
1,1,0,Neutral,0.11826535750251761,0.0038400945254037015,0.04689549193900937,0.0006664036841413205,0.04651008051101205
0,1,1,Non-Competitive,0.37569234642497495,0.00019692792437967703,0.015035701511518536,0.0005260527700138869,0.002129216847428305
0,0,0,Non-Competitive,0.43548590130916426,0.0013784954706577393,0.01805608912792931,0.0017541232686289305,0.002887750349324639
1,0,0,Non-Competitive,0.43548590130916426,0.1968294604174872,0.01805608912792931,0.000350614127354595,0.002887750349324639
0,1,1,Neutral,0.1226711983887211,0.0008861756597085466,0.07093936704333197,0.00350850969522185,0.06726994477343802
1,1,0,Competitive,0.05696122860020143,0.009747932256794014,0.015274153165445706,0.0017541232686289305,0.013107991216980504
0,0,0,Neutral,0.208689996643169,0.0013784954706577393,0.048065671351800086,0.000262894806024949,0.05087941091667221
1,1,1,Non-Competitive,0.45436807653575045,0.04913351713272942,0.019009895743637983,0.0017541232686289305,0.003127287244660325
0,1,0,Non-Competitive,0.3037152927636313,0.0005907837731390312,0.24205681583773175,0.0007014914126731789,0.24255962282444418
1,1,0,Non-Competitive,0.230614300100705,0.000393855848759354,0.13797077642507982,0.0008769300553324709,0.13460642757335817
0,1,1,Neutral,0.18372356495468284,0.0008861756597085466,0.10962152423596117,0.0011400880193214087,0.10473085368287977
0,0,1,Non-Competitive,0.43548590130916426,0.0008861756597085466,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,0,1,Competitive,0.08207452165156097,0.04913351713272942,0.008809463881198088,0.000350614127354595,0.008250715283784684
1,1,1,Neutral,0.10279995684074238,0.006794013391098858,0.0244602192619732,0.0010523686979917626,0.01918196249156393
0,1,1,Non-Competitive,0.43548590130916426,0.009747932256794014,0.01805608912792931,5.2368434833798645e-05,0.002887750349324639
0,0,0,Non-Competitive,0.45436807653575045,0.002855454903505317,0.019009895743637983,0.007894475761704147,0.003127287244660325
0,0,0,Non-Competitive,0.37569234642497495,0.0010831035840882237,0.015035701511518536,8.745616336565703e-05,0.002129216847428305
1,1,0,Competitive,0.06850033568311516,0.004332414336352895,0.0274175244302551,0.0017541232686289305,0.025306629405371837
0,0,0,Neutral,0.20868999664316895,0.0013784954706577393,0.048065671351800086,1.7280706301940254e-05,0.05087941091667221
1,0,0,Competitive,0.10211060758643843,0.0010831035840882237,0.05910509977435409,0.006140089335111229,0.05598065961363586
0,1,1,Non-Competitive,0.21918009399127236,0.0010831035840882237,0.05910509977435409,8.745616336565703e-05,0.06196908199702797
0,0,1,Competitive,0.09204011413225917,0.011717211500590784,0.019296920882624385,0.0005260527700138869,0.018785902810122653
0,0,0,Neutral,0.13137797918764688,0.002855454903505317,0.06069477746720185,0.0005260527700138869,0.06037216936145674
1,1,1,Competitive,0.04667044310171202,0.11805829066561638,0.006325592486123438,0.003289211391897735,0.000964801383990951
0,1,1,Neutral,0.21834088620342407,0.04913351713272942,0.007087313047279662,0.000175175484695303,0.00013307605296426902
1,0,1,Non-Competitive,0.43548590130916426,0.000393855848759354,0.01805608912792931,0.000350614127354595,0.002887750349324639
1,1,0,Competitive,0.07899043303121857,0.002855454903505317,0.03845695285280909,0.006140089335111229,0.036396300485727597
1,1,1,Competitive,0.06237411883182277,0.012209531311539977,0.016837336230079353,0.00350850969522185,0.01783219109721206
0,1,0,Neutral,0.17022630636678981,0.017625049231981094,0.007587767135768775,0.0007014914126731789,0.01021728362203444
1,1,0,Competitive,0.09466263846928501,0.009747932256794014,0.02205677798826288,0.0008769300553324709,0.021558320580211593
0,0,0,Neutral,0.1649462907015778,0.0013784954706577393,0.05203986558391952,0.0008769300553324709,0.04608867300995852
1,0,1,Non-Competitive,0.37569234642497495,0.0004923198109491925,0.015035701511518536,0.0005260527700138869,0.002129216847428305
0,1,1,Competitive,0.090193856998993,0.24606144151240644,0.005762581636573184,0.0017541232686289305,0.0013972985561248263
0,0,1,Non-Competitive,0.45436807653575056,0.000393855848759354,0.019009895743637983,1.7280706301940254e-05,0.003127287244660325
1,1,0,Neutral,0.15468697549513266,0.0013784954706577393,0.1139843063485545,0.00263131648192539,0.11542129660434272
1,1,1,Competitive,0.07546576032225578,0.04913351713272942,0.006027527918714481,0.0021927198752771603,0.0022622929003925742
0,0,0,Non-Competitive,0.45436807653575045,0.002855454903505317,0.019009895743637983,0.00043833344868424097,0.003127287244660325
1,0,1,Competitive,0.0664023162134945,0.004824734147302088,0.0252096387457443,0.00350850969522185,0.023088695189300686
0,1,0,Neutral,0.1793177240684795,0.004824734147302088,0.0171552717686489,0.0010523686979917626,0.019828331891676095
0,1,0,Competitive,0.07735397784491445,0.002855454903505317,0.038615920622093874,0.004561141551177602,0.03340208929403154
1,1,0,Neutral,0.17092564618999678,0.014671130366285938,0.008323729030605713,0.0008769300553324709,0.01095659502739149
0,1,0,Neutral,0.18382846592816388,0.0013784954706577393,0.11589191957997183,0.0014032459833103466,0.11582052476323552
1,0,0,Neutral,0.20868999664316895,0.0013784954706577393,0.048065671351800086,0.0014032459833103466,0.05087941091667221
1,1,1,Neutral,0.17817334981232275,0.00531705395825128,0.015950970486188466,0.0007014914126731789,0.018618549592000922
0,0,1,Non-Competitive,0.45436807653575056,0.0023631350925561244,0.019009895743637983,8.50877416897566e-06,0.003127287244660325
1,0,1,Competitive,0.05626888217522659,0.24606144151240644,0.006848861393352496,0.00350850969522185,0.002328830926874709
0,1,0,Non-Competitive,0.43548590130916426,0.008763292634895628,0.01805608912792931,0.000741842300484816,0.002887750349324639
1,0,1,Non-Competitive,0.22148791540785506,0.0835959038991729,0.006928345277994885,0.00701728254840769,0.00408543482600306
0,0,0,Neutral,0.1088242698892246,0.0013784954706577393,0.07173420588975585,0.008771668975000608,0.06667110253509881
1,1,0,Competitive,0.10097767707284323,0.002855454903505317,0.058787164235784534,0.014982196925139543,0.055581431454743056
1,1,0,Competitive,0.09162051023833499,0.0013784954706577393,0.048065671351800086,0.00526289612181477,0.0448909885332801
1,1,1,Neutral,0.16679254783484398,0.9845411579361953,0.003974194232119437,0.0007014914126731789,0.00658726462173132
0,1,0,Competitive,0.07399391897126041,0.006301693580149665,0.029065626175062233,0.0021050005539475143,0.030116134447759974
1,1,1,Competitive,0.027840718361866384,0.002855454903505317,0.024397136813844325,0.021929567174447502,0.022312418213675782
1,0,1,Non-Competitive,0.43548590130916426,0.0033477747144545094,0.01805608912792931,6.991229909972783e-05,0.002887750349324639
0,0,1,Competitive,0.09466263846928501,0.009747932256794014,0.02205677798826288,0.0008769300553324709,0.021558320580211593
1,0,0,Neutral,0.20134692849949648,0.000393855848759354,0.13797077642507982,0.004210264265859018,0.13400758533501897
1,1,1,Non-Competitive,0.45436807653575056,0.0038400945254037015,0.019009895743637983,3.482457056786945e-05,0.003127287244660325
0,1,1,Neutral,0.10695306333523862,0.0035447026388341863,0.023399411174789712,0.0014032459833103466,0.019114396850773194
1,1,0,Non-Competitive,0.43548590130916426,0.019594328475777866,0.01805608912792931,3.245614889196901e-06,0.002887750349324639
1,1,0,Neutral,0.12846173212487416,0.0018708152816069316,0.08638573529216952,0.003157632409903266,0.08769711890345333
1,0,0,Neutral,0.13966515609264857,0.0008861756597085466,0.07252904473617973,0.002806755124584682,0.06746955885288443
0,0,1,Competitive,0.06466096005370932,0.002855454903505317,0.025986814506692102,0.007894475761704147,0.022512032293122188
1,1,0,Competitive,0.059322454148738143,0.016148089799133517,0.013625866143518189,0.003157632409903266,0.01460610496474493
1,0,0,Non-Competitive,0.45436807653575056,0.0013784954706577393,0.019009895743637983,3.482457056786945e-05,0.003127287244660325
0,0,0,Non-Competitive,0.3756923464249749,0.0010831035840882237,0.015035701511518536,2.605263843490485e-05,0.002129216847428305
0,0,1,Neutral,0.18592648539778456,0.0008861756597085466,0.07411872242902752,0.0008769300553324709,0.06826801517067005
1,0,1,Competitive,0.04525427995971805,0.03928712091374557,0.005563871924967212,0.007368159833726273,0.001996140794464036
0,0,1,Non-Competitive,0.43548590130916426,0.0023631350925561244,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,1,1,Non-Competitive,0.29261077542799613,0.000393855848759354,0.13638109873223206,0.00021026321322716138,0.13959677955951827
0,0,0,Neutral,0.18770980194696213,0.002855454903505317,0.025986814506692102,0.0017541232686289305,0.028700068755960702
1,1,1,Non-Competitive,0.43548590130916426,0.009747932256794014,0.01805608912792931,0.017543601107965205,0.002887750349324639
1,1,1,Competitive,0.0510588004923352,0.04421031902323749,0.0053798814512579785,0.00526289612181477,0.002010927022571178
0,0,1,Neutral,0.18592648539778456,0.0008861756597085466,0.07411872242902752,0.0009646493766621168,0.06826801517067005
1,1,0,Neutral,0.11046072507552875,0.0013784954706577393,0.07157523812047108,0.0017541232686289305,0.06966531372679487
1,1,0,Competitive,0.08113041289023164,0.0018708152816069316,0.03702624292924609,0.005613773407133354,0.03380131745292434
1,0,0,Neutral,0.15833752937227263,0.014671130366285938,0.013887600955572925,0.000262894806024949,0.006365471200124205
1,1,0,Competitive,0.08736153071500503,0.002855454903505317,0.039569727237802534,0.0015786846259696384,0.03519861600904917
1,1,1,Neutral,0.16798841893252775,0.0010831035840882237,0.09306238160213016,0.0005260527700138869,0.08809634706234613
1,1,0,Competitive,0.05765357502517625,0.019594328475777866,0.011869593439930054,0.002613772617659461,0.012841839111051969
1,1,1,Competitive,0.04882091305807322,0.0013784954706577393,0.04647599365895231,0.017543601107965205,0.0444917603743873
0,0,0,Neutral,0.18770980194696213,0.002855454903505317,0.025986814506692102,0.00038570185588645336,0.028700068755960702
1,0,1,Non-Competitive,0.3449458710976839,0.9845411579361953,0.013386410905188969,0.000350614127354595,0.0041852418657262625
0,1,1,Neutral,0.21582326283987924,0.000393855848759354,0.13797077642507982,0.0015786846259696384,0.13420719941446538
0,1,1,Neutral,0.13840634441087618,0.0018708152816069316,0.040205598314941644,0.0014032459833103466,0.03459977377070996
1,1,0,Competitive,0.1004321920107419,0.0013784954706577393,0.048065671351800086,0.00438570290851831,0.0450906026127265
0,0,0,Neutral,0.15445619335347438,0.0018708152816069316,0.04100043716136553,0.0008769300553324709,0.034999001929602765
0,0,0,Neutral,0.19819989929506554,0.0018708152816069316,0.03702624292924609,0.000350614127354595,0.03978973983631645
0,1,0,Competitive,0.05941591137965764,0.0018708152816069316,0.03623140408282221,0.010175178116274943,0.03340208929403154
1,1,0,Non-Competitive,1.0,0.0,1.0,0.0017541232686289305,1.0
1,1,0,Competitive,0.05576535750251767,0.04913351713272942,0.007696689496204645,0.005701492728463,0.0034599773770709968
1,1,0,Neutral,0.14973564954682783,0.0008861756597085466,0.10644216885026561,0.0023681585179364524,0.10433162552398696
0,1,0,Neutral,0.13190248405505206,0.0013784954706577393,0.04965534904464786,0.001262895069182913,0.04548983077161931
0,0,0,Competitive,0.05626888217522662,0.004824734147302088,0.0171552717686489,0.00701728254840769,0.013640295428837578
0,1,0,Neutral,0.12927995971802625,0.0014769594328475778,0.04689549193900937,0.0031225446813714077,0.042717413001530376
1,1,1,Competitive,0.03109264853977843,0.019594328475777866,0.0064249473419264215,0.010526055401593527,0.0034599773770709968
1,1,0,Competitive,0.07436430010070495,0.39375738479716427,0.004868387934346312,0.0021927198752771603,0.0010978774369552204
0,0,0,Non-Competitive,0.43548590130916426,0.019594328475777866,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,0,1,Non-Competitive,0.43548590130916426,0.005809373769200473,0.01805608912792931,0.0005260527700138869,0.002887750349324639
1,1,0,Competitive,0.08113041289023164,0.0018708152816069316,0.03702624292924609,0.005613773407133354,0.03380131745292434
0,0,0,Non-Competitive,0.37569234642497495,0.0012800315084679009,0.015035701511518536,0.00438570290851831,0.002129216847428305
1,1,0,Competitive,0.05224068479355491,0.019594328475777866,0.010306410375296409,0.00350850969522185,0.008117639230820414
1,0,0,Neutral,0.12619587109768382,0.0010831035840882237,0.08813438075430206,0.005964650692451937,0.0862998203473285
0,0,0,Non-Competitive,0.43548590130916426,0.0013784954706577393,0.01805608912792931,0.00043833344868424097,0.002887750349324639
1,1,0,Neutral,0.1746671142441536,0.0007877116975187081,0.07909382483812519,0.0012278073406510545,0.07546151514479414
1,0,1,Non-Competitive,0.2875755287009065,0.014671130366285938,0.010266668432975213,0.0021050005539475143,0.004923813959677956
1,1,1,Competitive,0.06056982208794902,0.07374950768018905,0.005585950781812321,0.00350850969522185,0.0016190919777319406
0,1,0,Neutral,0.1372034799149603,0.0016738873572272547,0.09558525897763118,0.0022453514680749478,0.09693851147041646
1,0,0,Neutral,0.1649462907015778,0.0013784954706577393,0.05203986558391952,0.0008769300553324709,0.04608867300995852
