Average Transaction Amount,Is Registered,Accepts Card,Total Annual Transaction Fees,MCC_Category_Agricultural Services,MCC_Category_Business Services,MCC_Category_Clothing Stores,MCC_Category_Contracted Services,MCC_Category_Miscellaneous Stores,MCC_Category_Professional Services and Membership Organizations,MCC_Category_Retail Outlet Services,MCC_Category_Transportation Services,MCC_Category_Travel,MCC_Category_Utility Services,Transaction_per_Unit_Turnover,Current Provider
20,1,0,1131.695,False,False,False,False,True,False,False,False,False,False,8e-05,1
23,0,0,16.734539130434783,False,True,False,False,False,False,False,False,False,False,0.0115,1
89,1,1,1392.312808988764,False,False,False,False,False,True,False,False,False,False,0.00029666666666666665,0
20,1,1,969.0513999999998,False,False,False,False,True,False,False,False,False,False,0.0001,0
300,1,1,250.81672000000003,False,True,False,False,False,False,False,False,False,False,0.01,0
60,0,1,337.56870000000004,False,False,False,False,True,False,False,False,False,False,0.0008571428571428571,0
300,0,0,168.99999999999997,False,True,False,False,False,False,False,False,False,False,0.03,1
100,1,0,319.56390000000005,False,False,False,False,False,False,True,False,False,False,0.002,1
25,0,1,41.83344,False,False,False,False,True,False,False,False,False,False,0.005,0
60,1,1,2370.7899999999995,False,False,False,False,False,True,False,False,False,False,0.0001,0
20,0,0,33.47344,False,False,False,False,True,False,False,False,False,False,0.005,1
8000,1,0,324.501216875,False,False,False,False,False,False,True,False,False,False,0.14545454545454545,1
15,0,0,35.00000000000001,False,False,True,False,False,False,False,False,False,False,0.0075,1
10,0,1,7.499999999999999,False,True,False,False,False,False,False,False,False,False,0.02,0
75,1,0,222.94853333333336,False,True,False,False,False,False,False,False,False,False,0.001875,1
50,0,0,1780.712,False,False,False,False,True,False,False,False,False,False,0.000125,1
40,0,0,844.9999999999999,False,False,False,False,True,False,False,False,False,False,0.0008,1
20,0,0,1.69,False,False,False,False,False,False,True,False,False,False,0.2,1
300,0,1,2225.148333333333,False,False,False,False,True,False,False,False,False,False,0.0006,0
100,0,1,1275.0,False,False,False,False,True,False,False,False,False,False,0.001176470588235294,0
10,0,0,30.0,False,False,False,False,True,False,False,False,False,False,0.005,1
300,1,0,319.52130000000005,False,False,False,False,True,False,False,False,False,False,0.006,1
500,1,1,1503.4201343999998,False,False,False,False,False,False,True,False,False,False,0.0015432098765432098,0
20,0,0,1183.0,False,False,False,False,True,False,False,False,False,False,0.00028571428571428574,1
20,1,1,1231.2300000000002,False,False,False,False,True,False,False,False,False,False,8e-05,0
10,1,1,2313.51,False,False,False,False,True,False,False,False,False,False,2e-05,0
600,0,1,501.6167200000001,False,False,True,False,False,False,False,False,False,False,0.01,0
10,1,1,485.2513999999999,False,True,False,False,False,False,False,False,False,False,0.0001,0
30,1,1,875.0000000000001,False,False,False,False,False,True,False,False,False,False,0.0006,0
10,1,0,1783.56,False,False,False,False,True,False,False,False,False,False,2.5e-05,1
26,1,1,2055.58,False,False,False,False,False,False,True,False,False,False,5e-05,0
110,1,0,250.0,False,True,False,False,False,False,False,False,False,False,0.0044,1
5,0,0,3.5000000000000004,False,False,False,False,False,True,False,False,False,False,0.025,1
95,0,0,83.61760000000001,False,False,False,False,False,True,False,False,False,False,0.0095,1
12,0,0,66.99146666666667,False,False,False,False,False,False,False,True,False,False,0.0015,1
100,0,0,319.56390000000005,False,False,False,False,True,False,False,False,False,False,0.002,1
40,1,1,211.924575,False,False,False,False,True,False,False,False,False,False,0.0010526315789473684,0
3,0,1,450.0,False,False,False,False,False,False,True,False,False,False,0.0001,0
15,0,0,1689.9999999999998,False,False,False,False,True,False,False,False,False,False,0.00015,1
2000,1,0,337.99999999999994,False,False,False,False,True,False,False,False,False,False,0.1,1
10,0,1,993.9840000000004,False,False,False,False,False,False,True,False,False,False,5e-05,0
100,1,1,457.33716,False,False,False,False,True,False,False,False,False,False,0.001,0
15,0,0,125.5672,False,False,False,False,True,False,False,False,False,False,0.001,1
500,1,1,1750.0000000000002,False,False,False,False,False,True,False,False,False,False,0.005,0
7,0,1,224.39142857142855,False,False,False,False,True,False,False,False,False,False,0.000175,0
5,1,1,320.7780000000001,False,False,False,False,True,False,False,False,False,False,0.0001,0
10,0,1,384.6505,False,False,False,False,False,False,False,True,False,False,0.00015384615384615385,0
10,0,0,16.9,False,False,False,False,False,False,True,False,False,False,0.01,1
500,1,0,111.41114,False,False,False,False,False,False,True,False,False,False,0.025,1
70,1,1,354.15171428571426,False,False,False,False,False,True,False,False,False,False,0.0011666666666666668,0
100,0,1,50.7,True,False,False,False,False,False,False,False,False,False,0.03333333333333333,0
30,0,0,7875.0,False,False,False,False,True,False,False,False,False,False,6.666666666666667e-05,1
12,0,0,75.0,False,False,False,False,True,False,False,False,False,False,0.0024,1
45,1,1,457.5048000000001,False,False,False,False,True,False,False,False,False,False,0.00045,0
15,0,0,8.371146666666666,False,False,False,False,True,False,False,False,False,False,0.015,1
12,1,0,1626.7066666666667,False,False,False,False,True,False,False,False,False,False,3.4285714285714284e-05,1
12,0,1,41.869666666666674,False,False,False,False,False,False,False,True,False,False,0.0024,0
120,0,0,167.169625,False,False,False,True,False,False,False,False,False,False,0.004,1
30,0,0,167.3785,False,False,False,False,True,False,False,False,False,False,0.001,1
1200,1,1,847.5211875,False,False,False,False,False,False,True,False,False,False,0.0064,0
500,0,1,100.0,False,False,False,False,False,False,True,False,False,False,0.05,0
5,1,0,337.99999999999994,False,False,False,False,False,True,False,False,False,False,0.00025,1
30,1,1,1601.8002,False,False,False,False,True,False,False,False,False,False,8.571428571428571e-05,0
125,1,1,929.17152,False,True,False,False,False,False,False,False,False,False,0.000625,0
180,0,1,334.4371555555556,False,False,False,False,True,False,False,False,False,False,0.0045,0
100,1,1,278.63925,False,False,False,False,True,False,False,False,False,False,0.002,0
15,0,0,348.9646666666667,False,False,False,False,True,False,False,False,False,False,0.0003,1
6,1,0,450.0,False,False,False,False,False,False,True,False,False,False,0.0002,1
2500,0,1,592.0047360000001,False,False,False,False,False,False,False,True,False,False,0.025,0
5,0,0,17.500000000000004,False,True,False,False,False,False,False,False,False,False,0.005,1
15,1,1,698.9219999999999,False,False,False,False,True,False,False,False,False,False,0.0001,0
500,1,1,677.5271,False,False,False,False,False,True,False,False,False,False,0.004,0
30,0,0,437.50000000000006,False,False,False,False,True,False,False,False,False,False,0.0012,1
50,1,0,914.94864,False,False,False,False,False,True,False,False,False,False,0.00025,1
50,0,1,501.8006400000001,False,False,False,False,True,False,False,False,False,False,0.0008333333333333334,0
30,0,1,1176.3752,False,False,False,False,True,False,False,False,False,False,0.00011538461538461538,0
150,1,1,418.05573333333336,False,False,False,False,True,False,False,False,False,False,0.003,0
15,0,1,447.0853333333334,False,False,False,False,True,False,False,False,False,False,0.0001875,0
15,1,0,669.6917333333334,False,False,False,False,True,False,False,False,False,False,0.0001875,1
55,1,1,334.52160000000003,False,False,False,False,False,False,True,False,False,False,0.001375,0
25,0,0,8.750000000000002,False,True,False,False,False,False,False,False,False,False,0.05,1
2500,1,0,967.6116111999996,False,False,False,True,False,False,False,False,False,False,0.0125,1
90,0,1,714.8699999999999,False,False,False,False,True,False,False,False,False,False,0.002127659574468085,0
850,1,0,4040.0,False,True,False,False,False,False,False,False,False,False,0.002125,1
15,0,0,2264.52,False,False,False,False,True,False,False,False,False,False,3e-05,1
30,1,1,3938.3690266666654,False,False,False,False,True,False,False,False,False,False,3.51288056206089e-05,0
15,1,1,1393.8559999999998,False,False,False,False,True,False,False,False,False,False,5e-05,0
10000,1,1,334.40066880000006,False,False,False,True,False,False,False,False,False,False,0.25,0
65,0,1,557.708676923077,False,False,False,False,True,False,False,False,False,False,0.0005416666666666666,0
30,1,1,4102.733333333334,False,False,False,False,False,False,True,False,False,False,2.4e-05,0
35,1,0,67.6,False,True,False,False,False,False,False,False,False,False,0.00875,1
100,0,0,278.63925,False,False,False,False,False,False,True,False,False,False,0.002,1
5,1,0,1315.6416,False,False,False,False,True,False,False,False,False,False,2.0833333333333333e-05,1
40,1,1,35.00000000000001,False,False,False,False,False,True,False,False,False,False,0.02,0
37,0,1,473.856,False,False,False,False,False,True,False,False,False,False,0.0004625,0
200,1,1,3.38,False,False,False,False,True,False,False,False,False,False,1.0,0
20,1,1,838.0098,False,False,False,False,True,False,False,False,False,False,0.00011111111111111112,0
10,1,0,881.76,False,False,False,False,True,False,False,False,False,False,6.25e-05,1
30,0,0,2003.835,False,False,False,False,False,False,True,False,False,False,6.666666666666667e-05,1
165,1,1,836.1733090909091,False,False,False,False,True,False,False,False,False,False,0.0009166666666666666,0
15,1,0,35.00000000000001,False,False,False,False,True,False,False,False,False,False,0.0075,1
12,0,0,22.5,False,False,False,False,True,False,False,False,False,False,0.008,1
10,0,0,349.197,False,False,False,False,False,False,True,False,False,False,0.0002,1
400,1,0,1869.0934500000003,False,True,False,False,False,False,False,False,False,False,0.0009523809523809524,1
25,0,0,16.9,False,False,False,False,False,False,False,True,False,False,0.025,1
5,1,1,100.72128000000002,False,False,False,False,False,True,False,False,False,False,0.0004166666666666667,0
30,0,0,836.5573333333334,False,False,False,False,True,False,False,False,False,False,0.0003,1
100,1,1,16900.0,False,False,True,False,False,False,False,False,False,False,0.0001,0
450,1,1,1392.0618666666664,False,False,False,False,False,False,True,False,False,False,0.0015,0
10,0,0,384.1167,False,False,False,False,False,False,False,True,False,False,0.0001818181818181818,1
15,1,1,458.1144000000001,False,False,False,False,True,False,False,False,False,False,0.00015,0
20,1,1,1486.2848,False,False,False,False,True,False,False,False,False,False,6.25e-05,0
150,1,0,119.41592,False,False,False,False,True,False,False,False,False,False,0.01,1
30,1,1,435.85542,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,0
12,1,1,177.4425,False,True,False,False,False,False,False,False,False,False,0.0004,0
200,1,1,692.128989,False,False,False,False,True,False,False,False,False,False,0.0013422818791946308,0
15,1,1,3284.373333333333,False,False,False,False,False,False,True,False,False,False,1.5e-05,0
30,0,0,184.04261333333332,False,False,False,False,True,False,False,False,False,False,0.0013636363636363637,1
10000,1,0,280.4008412,False,False,False,False,False,False,True,False,False,False,0.5,1
5,0,1,534.9312000000001,False,False,False,False,False,False,True,False,False,False,5.555555555555556e-05,0
20,0,1,517.3168,False,True,False,False,False,False,False,False,False,False,0.00025,0
15,1,1,1231.6400000000003,False,False,False,False,True,False,False,False,False,False,6e-05,0
20,0,0,348.8485,False,False,False,False,True,False,False,False,False,False,0.0004,1
20,0,0,167.36720000000005,False,False,False,False,True,False,False,False,False,False,0.001,1
20,0,1,2293.291,False,False,False,False,True,False,False,False,False,False,3.4482758620689657e-05,0
1,1,1,498.3139999999999,False,False,False,False,True,False,False,False,False,False,1e-05,0
500,1,1,1538.7038550000002,False,False,False,False,True,False,False,False,False,False,0.0015384615384615385,0
10,1,1,652.6521,False,False,False,False,True,False,False,False,False,False,7.407407407407407e-05,0
15,0,1,426.80832,False,False,False,False,True,False,False,False,False,False,0.00020833333333333335,0
50,0,0,1780.712,False,False,False,False,True,False,False,False,False,False,0.000125,1
16,0,1,1055.0772000000002,False,False,False,False,True,False,False,False,False,False,8.988764044943821e-05,0
200,1,1,2370.237,False,True,False,False,False,False,False,False,False,False,0.0003333333333333333,0
4000,1,1,677.5033875,False,False,False,False,True,False,False,False,False,False,0.032,0
200,0,0,16.9,False,False,False,False,True,False,False,False,False,False,0.2,1
60,1,0,507.0,False,True,False,False,False,False,False,False,False,False,0.002,1
20,1,1,1486.2848,False,False,False,False,True,False,False,False,False,False,6.25e-05,0
14,0,0,3750.0,False,False,False,False,True,False,False,False,False,False,5.6e-05,1
200,1,1,914.53716,False,False,False,False,True,False,False,False,False,False,0.001,0
12,1,0,1558.3662000000002,False,False,False,False,True,False,False,False,False,False,3.529411764705882e-05,1
15,0,0,422.5,False,False,False,False,True,False,False,False,False,False,0.0006,1
9,1,1,448.294,False,False,False,False,True,False,False,False,False,False,0.00012857142857142858,0
150,1,0,1464.0000000000002,False,False,False,False,False,False,True,False,False,False,0.00125,1
750,1,1,992.0264533333336,False,False,False,False,False,False,True,False,False,False,0.00375,0
18,0,1,596.0831999999999,False,False,False,False,True,False,False,False,False,False,0.000140625,0
15,1,0,348.9646666666667,False,False,False,False,True,False,False,False,False,False,0.0003,1
22,1,0,5580.253636363635,False,False,False,False,True,False,False,False,False,False,1.774193548387097e-05,1
20,1,0,348.8485,False,False,False,False,True,False,False,False,False,False,0.0004,1
12,1,0,83.16000000000001,False,True,False,False,False,False,False,False,False,False,0.0025252525252525255,1
100,0,0,445.8228,False,False,False,False,True,False,False,False,False,False,0.00125,1
5,1,1,1397.5679999999998,False,False,False,False,True,False,False,False,False,False,1.6666666666666667e-05,0
15,0,0,1101.4666666666667,False,False,False,False,True,False,False,False,False,False,7.5e-05,1
100,1,1,789.87474,False,False,True,False,False,False,False,False,False,False,0.000588235294117647,0
10,1,0,168.99999999999997,False,True,False,False,False,False,False,False,False,False,0.001,1
5,0,1,240.00000000000003,False,False,False,False,False,False,False,True,False,False,0.00020833333333333335,0
20,0,0,383.7834,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,1
20,1,1,931.122,False,False,False,False,True,False,False,False,False,False,0.0001,0
350,1,1,1796.1026285714286,False,False,False,False,False,False,True,False,False,False,0.00175,0
500,0,1,928.89288,False,False,False,False,False,True,False,False,False,False,0.0025,0
15,0,0,711.3472,False,False,False,False,True,False,False,False,False,False,0.000125,1
15,0,1,444.592,False,False,False,False,True,False,False,False,False,False,0.0002,0
25,0,1,33.466752,False,False,False,False,True,False,False,False,False,False,0.00625,0
150,1,1,2567.842333333333,False,False,False,False,False,True,False,False,False,False,0.00023076923076923076,0
13,0,1,1394.1415384615382,False,False,False,False,False,False,True,False,False,False,4.3333333333333334e-05,0
15,1,1,465.948,False,False,False,False,False,False,True,False,False,False,0.00015,0
5,0,1,253.5,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,0
10,1,0,279.8925,False,False,False,False,True,False,False,False,False,False,0.0002,1
20,1,1,824.19444,False,False,False,False,False,False,True,False,False,False,0.00011111111111111112,0
20,0,0,337.99999999999994,False,False,False,False,True,False,False,False,False,False,0.001,1
40,0,0,16.9,False,False,False,False,False,True,False,False,False,False,0.04,1
30,1,1,320.36004,False,False,False,False,False,True,False,False,False,False,0.00042857142857142855,0
150,1,1,1780.2373333333333,False,True,False,False,False,False,False,False,False,False,0.000375,0
20,1,1,1358.034,False,False,False,False,True,False,False,False,False,False,6.666666666666667e-05,0
20,0,0,2174.6725,False,False,False,False,True,False,False,False,False,False,3.6363636363636364e-05,1
60,1,1,968.0837999999998,False,True,False,False,False,False,False,False,False,False,0.0003,0
75,1,0,337.99999999999994,False,False,False,False,False,True,False,False,False,False,0.00375,1
300,1,0,725.7725700000001,False,False,False,False,True,False,False,False,False,False,0.002,1
14,0,0,167.43885714285716,False,False,False,False,True,False,False,False,False,False,0.0007,1
15,0,1,465.948,False,False,False,False,True,False,False,False,False,False,0.00015,0
4,0,0,87.50000000000001,False,False,False,False,True,False,False,False,False,False,0.0008,1
31,1,0,319.7061290322581,False,False,False,False,True,False,False,False,False,False,0.00062,1
9000,1,1,10776.059866666666,False,False,False,False,False,False,True,False,False,False,0.00375,0
10,0,1,16.753439999999998,False,True,False,False,False,False,False,False,False,False,0.005,0
40,0,0,125.46270000000004,True,False,False,False,False,False,False,False,False,False,0.0026666666666666666,1
3000,1,0,992.0066133333336,False,False,False,False,False,False,True,False,False,False,0.015,1
10,0,0,16.9,False,False,False,False,True,False,False,False,False,False,0.01,1
100,1,1,2655.531,False,False,False,False,True,False,False,False,False,False,0.00013333333333333334,0
20,0,0,1378.9776000000002,False,False,False,False,True,False,False,False,False,False,7.142857142857143e-05,1
2500,0,0,2524.9999999999995,False,False,False,False,False,False,True,False,False,False,0.01,1
52,1,1,179.99999999999997,False,False,False,False,True,False,False,False,False,False,0.0028888888888888888,0
15,1,0,366.49152,False,False,False,False,True,False,False,False,False,False,0.0001875,1
35,0,0,70.00000000000001,False,True,False,False,False,False,False,False,False,False,0.00875,1
75,0,0,627.1671999999999,False,False,False,False,True,False,False,False,False,False,0.001,1
25,0,0,1230.9840000000002,False,False,False,False,True,False,False,False,False,False,0.0001,1
110,1,0,457.324690909091,False,False,False,False,False,True,False,False,False,False,0.0011,1
2,0,0,33.8,False,False,False,False,False,False,False,True,False,False,0.001,1
450,1,1,300.0,False,True,False,False,False,False,False,False,False,False,0.0225,0
60,0,1,1109.1543,False,False,False,False,True,False,False,False,False,False,0.0002608695652173913,0
1000,1,0,418.00836,False,False,False,True,False,False,False,False,False,False,0.02,1
50,1,0,517.00672,False,False,False,False,True,False,False,False,False,False,0.000625,1
96,1,1,464.641875,False,False,False,False,True,False,False,False,False,False,0.00096,0
100,1,0,348.5697,False,False,False,False,True,False,False,False,False,False,0.002,1
10,1,1,363.93855,False,False,False,False,True,False,False,False,False,False,0.00013333333333333334,0
150,0,1,222.87426666666667,False,True,False,False,False,False,False,False,False,False,0.00375,0
400,0,0,209.01045,False,False,False,False,True,False,False,False,False,False,0.016,1
20,0,0,893.6928,False,False,False,False,False,False,True,False,False,False,0.00011111111111111112,1
260,1,1,1392.1070769230766,False,False,False,False,False,False,True,False,False,False,0.0008666666666666666,0
50,1,1,629.3173639999999,False,False,False,False,True,False,False,False,False,False,0.0003846153846153846,0
17,1,0,375.0,False,False,False,False,True,False,False,False,False,False,0.00068,1
15,0,0,100.45376000000002,False,False,False,False,True,False,False,False,False,False,0.00125,1
12,1,0,699.5024999999999,False,False,False,False,True,False,False,False,False,False,8e-05,1
2000,0,0,844.9999999999999,True,False,False,False,False,False,False,False,False,False,0.04,1
10157,1,1,2486.007342719307,True,False,False,False,False,False,False,False,False,False,0.018467272727272728,0
30,0,1,418.4788,False,False,False,False,True,False,False,False,False,False,0.0005,0
5,1,1,1031.8968,False,False,False,False,True,False,False,False,False,False,2.2727272727272726e-05,0
12,0,0,168.99999999999997,False,False,False,False,True,False,False,False,False,False,0.0012,1
340,0,1,1351.9999999999998,False,True,False,False,False,False,False,False,False,False,0.00425,0
35,1,1,600.0,False,False,True,False,False,False,False,False,False,False,0.000875,0
50,1,1,646.2584,False,False,False,False,True,False,False,False,False,False,0.0005,0
5,0,0,84.49999999999999,False,False,False,False,False,False,True,False,False,False,0.001,1
1500,0,0,1254.01672,False,False,False,False,False,False,False,True,False,False,0.01,1
1500,0,0,41.80055733333334,False,True,False,False,False,False,False,False,False,False,0.3,1
150,1,1,15000.0,False,False,False,False,True,False,False,False,False,False,0.00015,0
15,0,0,844.9999999999999,False,False,False,False,True,False,False,False,False,False,0.0003,1
16,0,1,400.0,False,False,False,False,True,False,False,False,False,False,0.0004,0
10,0,0,89.97959999999999,False,False,False,False,False,False,True,False,False,False,0.001,1
45,1,1,262.5,False,False,False,False,False,True,False,False,False,False,0.003,0
8,0,0,224.1925,False,True,False,False,False,False,False,False,False,False,0.0002,1
200,0,1,600.0,False,False,False,False,True,False,False,False,False,False,0.005,0
15,0,0,1.5000000000000002,False,False,False,False,False,False,True,False,False,False,0.15,1
35,1,1,300.0,False,False,False,False,False,True,False,False,False,False,0.00175,0
20,1,1,400.0,False,False,False,False,False,False,True,False,False,False,0.0005,0
2000,1,1,3936.03936,False,False,False,False,True,False,False,False,False,False,0.0016666666666666668,0
100,1,1,159.23183999999998,False,False,False,False,False,False,True,False,False,False,0.005,0
100,0,0,467.083398,False,False,False,False,True,False,False,False,False,False,0.0014925373134328358,1
20,1,0,348.8485,False,False,False,False,True,False,False,False,False,False,0.0004,1
200,0,0,179.99999999999997,True,False,False,False,False,False,False,False,False,False,0.016666666666666666,1
500,0,0,41.801672,False,False,False,False,True,False,False,False,False,False,0.1,1
50,0,0,41.81672,True,False,False,False,False,False,False,False,False,False,0.01,1
35,0,0,253.5,False,False,False,False,False,True,False,False,False,False,0.0023333333333333335,1
9,1,1,3616.017777777778,False,True,False,False,False,False,False,False,False,False,8.181818181818181e-06,0
20,1,1,915.7716,False,False,False,False,True,False,False,False,False,False,0.0001,0
30,0,0,250.0,False,False,False,False,False,False,False,True,False,False,0.0012,1
20,1,1,274.73148000000003,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,0
35,0,1,376.4149714285714,False,False,False,False,True,False,False,False,False,False,0.0007777777777777777,0
40,1,1,18369.18,False,False,False,False,False,True,False,False,False,False,6.666666666666667e-06,0
48,1,1,646.2691666666667,False,False,False,False,False,True,False,False,False,False,0.00048,0
14,1,1,1393.9885714285713,False,False,False,False,True,False,False,False,False,False,4.6666666666666665e-05,0
450,1,0,437.50000000000006,False,False,False,False,False,False,False,True,False,False,0.018,1
150,1,0,600.0,False,False,False,False,True,False,False,False,False,False,0.00375,1
60,0,0,929.574,False,False,False,False,True,False,False,False,False,False,0.0003,1
15,0,0,33.8,False,False,False,False,True,False,False,False,False,False,0.0075,1
100,1,0,75.0,False,False,False,False,False,False,False,False,False,True,0.02,1
3,0,0,13.52,False,True,False,False,False,False,False,False,False,False,0.00375,1
76,1,1,4521.784210526316,False,False,False,False,True,False,False,False,False,False,7.6e-05,0
50,1,1,3281.312,False,False,False,False,False,False,True,False,False,False,5e-05,0
35,1,0,697.5951428571427,False,False,False,False,True,False,False,False,False,False,0.00023333333333333333,1
30,0,0,84.49999999999999,False,False,False,True,False,False,False,False,False,False,0.006,1
16,1,1,2372.9625,False,False,False,False,False,False,True,False,False,False,2.6666666666666667e-05,0
10,1,1,1673.7407999999998,False,False,False,False,False,False,True,False,False,False,2.777777777777778e-05,0
30,1,1,473.9157333333334,False,False,False,False,True,False,False,False,False,False,0.000375,0
18,1,0,3012.343333333333,False,False,False,False,True,False,False,False,False,False,2.1176470588235296e-05,1
40,0,1,507.0,False,False,False,False,False,True,False,False,False,False,0.0013333333333333333,0
16,1,1,5254.56,False,False,False,False,True,False,False,False,False,False,1e-05,0
80,0,1,265.5995625,False,True,False,False,False,False,False,False,False,False,0.0017777777777777779,0
4000,1,1,696.6087074999999,False,False,False,False,True,False,False,False,False,False,0.02666666666666667,0
20,0,0,87.50000000000001,False,False,False,False,False,True,False,False,False,False,0.004,1
20,0,0,931.122,False,False,False,True,False,False,False,False,False,False,0.0001,1
20,1,0,915.7716,False,False,False,False,True,False,False,False,False,False,0.0001,1
50,0,0,348.6394,False,False,False,False,True,False,False,False,False,False,0.001,1
20,1,1,100.42032000000002,False,False,False,False,True,False,False,False,False,False,0.0016666666666666668,0
350,1,0,202.8,False,False,False,False,True,False,False,False,False,False,0.029166666666666667,1
4000,1,1,383.401917,True,False,False,False,False,False,False,False,False,False,0.06666666666666667,0
35,0,0,50.7,False,False,False,False,False,True,False,False,False,False,0.011666666666666667,1
40,0,0,8.36418,False,False,False,False,True,False,False,False,False,False,0.04,1
150,0,0,168.99999999999997,False,True,False,False,False,False,False,False,False,False,0.015,1
20,0,0,450.0,False,False,False,False,True,False,False,False,False,False,0.0006666666666666666,1
20,0,0,84.49999999999999,False,False,False,False,True,False,False,False,False,False,0.004,1
35,0,0,202.8,False,False,False,False,True,False,False,False,False,False,0.002916666666666667,1
15,0,0,1750.0000000000002,False,False,False,False,True,False,False,False,False,False,0.00015,1
300,1,0,13500.0,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,1
150,0,0,66.88891733333332,False,False,False,False,True,False,False,False,False,False,0.01875,1
65,0,1,220.0,False,False,False,False,False,True,False,False,False,False,0.0029545454545454545,0
15,0,1,559.1376,False,False,False,False,False,False,True,False,False,False,0.000125,0
10,0,0,62.82540000000001,False,False,False,False,True,False,False,False,False,False,0.0013333333333333333,1
10000,1,0,450.0,False,False,False,True,False,False,False,False,False,False,0.3333333333333333,1
150,1,1,222.87426666666667,False,False,False,False,True,False,False,False,False,False,0.00375,0
55,0,1,836.6799272727274,False,False,False,False,True,False,False,False,False,False,0.00030555555555555555,0
4,0,0,70.00000000000001,False,True,False,False,False,False,False,False,False,False,0.001,1
55,1,0,202.8,False,True,False,False,False,False,False,False,False,False,0.004583333333333333,1
120,1,1,5877.469,True,False,False,False,False,False,False,False,False,False,9.23076923076923e-05,0
75,1,1,3280.8746666666666,False,False,False,False,True,False,False,False,False,False,7.5e-05,0
38,0,1,25.093200000000007,False,False,False,False,False,True,False,False,False,False,0.012666666666666666,0
20,1,0,2234.6928,False,False,False,False,False,False,True,False,False,False,4.1666666666666665e-05,1
100,1,0,2000.0,False,False,False,False,False,False,True,False,False,False,0.0005,1
200,1,1,1392.1391999999998,False,True,False,False,False,False,False,False,False,False,0.0006666666666666666,0
20,1,0,300.0,False,False,False,False,False,True,False,False,False,False,0.001,1
45,0,1,200.72917333333336,False,False,False,False,False,True,False,False,False,False,0.001875,0
20,0,0,168.99999999999997,False,False,True,False,False,False,False,False,False,False,0.002,1
10,1,1,199.398,False,False,False,False,True,False,False,False,False,False,0.0004,0
40,1,1,697.47075,False,False,True,False,False,False,False,False,False,False,0.0002666666666666667,0
50,0,1,1750.0,False,False,False,False,True,False,False,False,False,False,0.00028571428571428574,0
20,1,1,274.73148000000003,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,0
90,0,1,750.0,False,False,False,False,False,False,False,True,False,False,0.0018,0
75,1,0,343.03716000000003,False,False,False,False,False,False,True,False,False,False,0.001,1
9,1,1,1783.9555555555555,False,False,False,False,True,False,False,False,False,False,2.25e-05,0
100,0,0,337.99999999999994,False,False,False,False,False,True,False,False,False,False,0.005,1
50,1,0,16.9,False,True,False,False,False,False,False,False,False,False,0.05,1
40,0,0,75.0,False,False,False,False,True,False,False,False,False,False,0.008,1
60,0,1,592.1973333333334,False,False,False,False,True,False,False,False,False,False,0.0006,0
10,0,0,35.00000000000001,False,True,False,False,False,False,False,False,False,False,0.005,1
10,1,0,16.9,False,False,False,False,True,False,False,False,False,False,0.01,1
30,0,0,58.55901333333334,False,False,False,False,True,False,False,False,False,False,0.004285714285714286,1
20,1,1,150.0,False,False,False,False,True,False,False,False,False,False,0.0013333333333333333,0
20,1,1,366.30864,False,False,False,False,True,False,False,False,False,False,0.00025,0
80,1,1,686.057175,False,False,False,False,True,False,False,False,False,False,0.0005333333333333334,0
80,1,1,2370.5925,False,False,False,False,True,False,False,False,False,False,0.00013333333333333334,0
30,1,0,418.4788,False,False,False,False,False,False,False,True,False,False,0.0005,1
10,1,1,687.8574000000001,False,False,False,False,True,False,False,False,False,False,6.666666666666667e-05,0
10,0,1,168.99999999999997,False,False,False,False,True,False,False,False,False,False,0.001,0
15,0,1,1393.8559999999998,False,False,False,False,True,False,False,False,False,False,5e-05,0
20,1,1,1053.1373400000002,False,False,False,False,False,False,True,False,False,False,8.695652173913044e-05,0
50,0,1,225.810288,False,False,False,False,True,False,False,False,False,False,0.001851851851851852,0
200,0,1,125.41254000000002,False,True,False,False,False,False,False,False,False,False,0.013333333333333334,0
30,1,0,2226.483333333333,False,False,False,False,True,False,False,False,False,False,6e-05,1
15,1,0,418.5573333333334,False,False,False,False,True,False,False,False,False,False,0.0003,1
35,1,0,465.0634285714286,False,False,False,False,True,False,False,False,False,False,0.00035,1
30,0,0,118.29999999999998,False,False,False,False,True,False,False,False,False,False,0.004285714285714286,1
90,1,0,300.0,False,False,False,False,True,False,False,False,False,False,0.003,1
30,0,1,11829.999999999998,False,False,False,False,False,False,True,False,False,False,4.2857142857142856e-05,0
2000,1,0,168.99999999999997,False,False,False,False,True,False,False,False,False,False,0.2,1
9,1,1,1892.1955555555555,False,False,False,False,True,False,False,False,False,False,2.25e-05,0
15,0,0,25.113440000000004,False,False,False,False,True,False,False,False,False,False,0.005,1
50,1,0,3937.5744,False,False,False,False,True,False,False,False,False,False,4.1666666666666665e-05,1
100,0,0,418.0836000000001,False,False,False,False,False,True,False,False,False,False,0.002,1
285,0,1,1582.1665263157895,False,True,False,False,False,False,False,False,False,False,0.0008142857142857143,0
