Annual Card Turnover,Average Transaction Amount,Is Registered,Accepts Card,Mastercard Debit,Visa Debit,Mastercard Credit,Visa Credit,Mastercard Business Debit,Visa Business Debit,MCC Category,MCC Category group,Total Annual Transaction Fees,Current Provider Grouped
300000,45,Yes,Yes,0.002070666666666667,0.0027726666666666668,0.0009514666666666666,0.0010938666666666667,0.0008066666666666667,0.0008766666666666667,Miscellaneous Stores,Miscellaneous Stores,1571.6000000000001,Other
50000,150,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Business Services,Other,750.0,None
20000,18,No,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Transportation Services,Other,337.99999999999994,Other
300000,20,No,No,0.0025120000000000003,0.003268,0.001256,0.001384,0.001088,0.001132,Miscellaneous Stores,Miscellaneous Stores,1691.9999999999998,None
500,10,No,Yes,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Professional Services and Membership Organizations,Other,7.499999999999999,Other
50000,20,Yes,No,0.0031600000000000005,0.004240000000000001,0.001288,0.0014320000000000001,0.001108,0.001162,Miscellaneous Stores,Miscellaneous Stores,369.50000000000006,None
275000,45,No,Yes,0.0020644444444444447,0.0028744444444444447,0.0007004444444444445,0.0008284444444444445,0.0005364444444444444,0.0005824444444444445,Clothing Stores,Other,1475.2222222222224,Other
100000,20,Yes,Yes,0.0029040000000000003,0.0036060000000000003,0.0017848,0.0019272,0.00164,0.0017100000000000001,Retail Outlet Services,Other,607.2,Other
1000,300,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Business Services,Other,17.500000000000004,None
1664000,65,Yes,Yes,0.0013156923076923079,0.001819692307692308,0.0005316923076923077,0.0006436923076923077,0.0003876923076923077,0.0004276923076923077,Miscellaneous Stores,Miscellaneous Stores,5969.920000000001,Other
700000,15,Yes,Yes,0.0032960000000000003,0.003944,0.0022592000000000003,0.0023888,0.0021352,0.0022028,Miscellaneous Stores,Miscellaneous Stores,4358.2,Other
3000,200,Yes,Yes,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Professional Services and Membership Organizations,Other,44.99999999999999,Other
110000,10,Yes,Yes,0.004512,0.005268,0.0033072,0.0034608,0.003116,0.003174,Business Services,Other,862.18,Other
450000,40,No,No,0.00194,0.00266,0.0007559999999999999,0.000884,0.000584,0.000626,Retail Outlet Services,Other,2227.5,None
200000,20,Yes,No,0.0029040000000000003,0.0036060000000000003,0.0017848,0.0019272,0.00164,0.0017100000000000001,Miscellaneous Stores,Miscellaneous Stores,1214.4,None
200000,1200,Yes,Yes,0.0014816666666666667,0.002201666666666667,0.0002912666666666667,0.00041606666666666673,0.00020966666666666668,0.0002936666666666667,Miscellaneous Stores,Miscellaneous Stores,937.1333333333333,Other
20000,300,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Professional Services and Membership Organizations,Other,337.99999999999994,None
50000,20,No,Yes,0.00394,0.00466,0.0027496,0.0028744,0.0026680000000000002,0.002752,Miscellaneous Stores,Miscellaneous Stores,357.2,Other
90000,1250,Yes,No,0.0019960000000000004,0.0029860000000000004,0.00030400000000000007,0.00044800000000000005,0.000116,0.00016600000000000002,Business Services,Other,534.2400000000001,None
250000,25,Yes,Yes,0.0026040000000000004,0.003306,0.0014847999999999999,0.0016271999999999999,0.0013399999999999998,0.00141,Miscellaneous Stores,Miscellaneous Stores,1443.0,Other
240000,5,Yes,Yes,0.00562,0.00643,0.004256,0.004384,0.004092,0.004138,Miscellaneous Stores,Miscellaneous Stores,2140.8,Other
100000,500,Yes,Yes,0.0015400000000000001,0.00226,0.0003496,0.00047440000000000004,0.000268,0.000352,Business Services,Other,474.4,Other
15000,150,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Contracted Services,Other,262.5,None
45000,200,Yes,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,787.5,None
2000000,10,Yes,Yes,0.006476,0.007214,0.00524,0.00536,0.00508,0.00512,Retail Outlet Services,Other,18980.0,Other
55000,10,No,No,0.006764,0.007646,0.005288,0.005432,0.005176,0.0052640000000000004,Retail Outlet Services,Other,581.3499999999999,None
150000,120,Yes,Yes,0.001966666666666667,0.0028666666666666667,0.00043866666666666674,0.0005746666666666667,0.0002626666666666667,0.00031066666666666666,Retail Outlet Services,Other,838.0000000000001,Other
10000,20,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,168.99999999999997,None
50000,20,Yes,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Clothing Stores,Other,750.0,None
400000,10,No,No,0.0034400000000000003,0.0041600000000000005,0.002256,0.002384,0.002084,0.002126,Miscellaneous Stores,Miscellaneous Stores,2580.0,None
4000000,20,Yes,Yes,0.0019720000000000002,0.002458,0.001176,0.001264,0.0010760000000000001,0.001114,Miscellaneous Stores,Miscellaneous Stores,16240.0,Other
60000,60,Yes,No,0.002012,0.002768,0.0008072,0.0009607999999999999,0.000616,0.000674,Transportation Services,Other,320.28,None
1200,50,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Business Services,Other,21.0,None
300000,2000,Yes,Yes,0.0014190000000000003,0.002121,0.00029979999999999997,0.0004422,0.00015500000000000003,0.00022500000000000005,Miscellaneous Stores,Miscellaneous Stores,1376.1000000000001,Other
10000,15,No,No,0.004213333333333334,0.005653333333333333,0.0015893333333333332,0.0017173333333333333,0.0015413333333333334,0.0016453333333333333,Clothing Stores,Other,96.93333333333334,None
10000000,250,Yes,No,0.0014160000000000002,0.002064,0.00037920000000000006,0.0005088000000000001,0.00025519999999999997,0.0003228,Miscellaneous Stores,Miscellaneous Stores,43460.0,None
60000,3000,Yes,No,0.0017806666666666667,0.0026626666666666665,0.00030466666666666674,0.0004486666666666667,0.0001926666666666667,0.0002806666666666667,Retail Outlet Services,Other,335.2,None
100000,10,No,No,0.003980000000000001,0.0049700000000000005,0.002288,0.002432,0.0021,0.00215,Miscellaneous Stores,Miscellaneous Stores,792.0000000000001,None
200000,500,Yes,Yes,0.0016600000000000005,0.0024700000000000004,0.00031200000000000005,0.00044800000000000005,0.000132,0.000178,Professional Services and Membership Organizations,Other,1000.0000000000002,Other
80000,30,Yes,No,0.003430666666666667,0.004312666666666667,0.001954666666666667,0.0020986666666666666,0.0018426666666666667,0.001930666666666667,Clothing Stores,Other,578.9333333333334,None
350000,1500,Yes,No,0.0016333333333333336,0.002443333333333334,0.0003013333333333334,0.0004453333333333334,0.00010533333333333334,0.00015133333333333332,Business Services,Other,1754.6666666666672,None
2000,7,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,33.8,None
1000,4,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Transportation Services,Other,16.9,None
450000,20,No,No,0.0024400000000000003,0.00316,0.001256,0.001384,0.0010840000000000001,0.001126,Miscellaneous Stores,Miscellaneous Stores,2452.5,None
150000,500,Yes,Yes,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Retail Outlet Services,Other,1500.0,Other
60000,20,Yes,No,0.0029040000000000003,0.0036060000000000003,0.0017848,0.0019272,0.00164,0.0017100000000000001,Retail Outlet Services,Other,364.32000000000005,None
12000,55,No,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,202.79999999999998,Other
220000,5,No,Yes,0.01144,0.01216,0.010249600000000001,0.0103744,0.010168,0.010252,Retail Outlet Services,Other,3221.6800000000003,Other
60000,200,Yes,No,0.0022600000000000003,0.00334,0.00038800000000000005,0.000532,0.00020800000000000001,0.000262,Business Services,Other,389.40000000000003,None
12000,150,Yes,Yes,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Retail Outlet Services,Other,179.99999999999997,Other
1200000,1500,Yes,No,0.0015093333333333332,0.002247333333333333,0.00027333333333333333,0.0003933333333333333,0.00011333333333333334,0.00015333333333333334,Utility Services,Other,5428.0,None
500000,8,Yes,Yes,0.00519,0.00591,0.004038,0.004182,0.00383,0.0038699999999999997,Retail Outlet Services,Other,4135.0,Other
80000,30,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,1200.0,None
150000,80,Yes,Yes,0.0018150000000000002,0.002535,0.0006950000000000001,0.0008550000000000001,0.0005430000000000001,0.000627,Business Services,Other,779.25,Other
220000,12,Yes,Yes,0.0039040000000000004,0.004606000000000001,0.0027848,0.0029272,0.00264,0.00271,Miscellaneous Stores,Miscellaneous Stores,1555.8400000000001,Other
50000,15,No,No,0.004213333333333334,0.005653333333333333,0.0015893333333333332,0.0017173333333333333,0.0015413333333333334,0.0016453333333333333,Miscellaneous Stores,Miscellaneous Stores,484.66666666666674,None
20000,30,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,337.99999999999994,Other
50000,100,Yes,Yes,0.0023600000000000006,0.0034400000000000003,0.00048800000000000004,0.0006320000000000001,0.000308,0.000362,Business Services,Other,329.50000000000006,Other
110000,90,No,Yes,0.0019955555555555555,0.0027155555555555557,0.0008051555555555556,0.0009299555555555557,0.0007235555555555556,0.0008075555555555555,Miscellaneous Stores,Miscellaneous Stores,571.9511111111111,Other
400000,950,Yes,Yes,0.0015435789473684212,0.002299578947368421,0.00033877894736842104,0.000492378947368421,0.00014757894736842106,0.00020557894736842106,Retail Outlet Services,Other,1947.831578947368,Other
10000,30,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Contracted Services,Other,175.00000000000003,None
200000,30,No,Yes,0.003106666666666667,0.0038266666666666666,0.0019162666666666668,0.002041066666666667,0.0018346666666666667,0.0019186666666666668,Clothing Stores,Other,1262.1333333333332,Other
120000,500,Yes,Yes,0.0015400000000000001,0.00226,0.0003496,0.00047440000000000004,0.000268,0.000352,Business Services,Other,569.28,Other
240000,80,Yes,No,0.0017790000000000002,0.002481,0.0006598,0.0008022000000000001,0.000515,0.000585,Miscellaneous Stores,Miscellaneous Stores,1187.2800000000002,None
3000,96,Yes,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Contracted Services,Other,52.500000000000014,None
50000,45,No,Yes,0.0033244444444444445,0.004764444444444444,0.0007004444444444445,0.0008284444444444445,0.0006524444444444444,0.0007564444444444446,Miscellaneous Stores,Miscellaneous Stores,440.2222222222223,Other
120000,200,Yes,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Transportation Services,Other,2100.0,None
320000,25,No,No,0.003548,0.004322,0.0022656,0.0023984,0.0020800000000000003,0.00212,Miscellaneous Stores,Miscellaneous Stores,2154.88,None
52555,52,No,Yes,0.003264615384615385,0.004704615384615384,0.0006406153846153847,0.0007686153846153846,0.0005926153846153846,0.0006966153846153847,Miscellaneous Stores,Miscellaneous Stores,459.57326153846157,Other
50000,20,Yes,No,0.00388,0.00532,0.001256,0.001384,0.001208,0.001312,Miscellaneous Stores,Miscellaneous Stores,468.00000000000006,None
100000,250,Yes,Yes,0.0015240000000000004,0.002226,0.0004048,0.0005472000000000001,0.00026000000000000003,0.00033000000000000005,Professional Services and Membership Organizations,Other,469.20000000000005,Other
15000,500,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Professional Services and Membership Organizations,Other,253.49999999999997,None
10000,40,No,No,0.00338,0.00482,0.0007559999999999999,0.000884,0.0007080000000000001,0.000812,Professional Services and Membership Organizations,Other,88.60000000000001,None
500,100,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,8.45,None
70000,70,No,Yes,0.0024782857142857146,0.003360285714285714,0.0010022857142857142,0.0011462857142857143,0.0008902857142857143,0.0009782857142857143,Miscellaneous Stores,Miscellaneous Stores,439.9,Other
100000,50,No,Yes,0.0024400000000000003,0.00316,0.0012496,0.0013744,0.001168,0.001252,Miscellaneous Stores,Miscellaneous Stores,564.4,Other
200000,8,No,Yes,0.00412,0.00493,0.002772,0.002908,0.002592,0.002638,Miscellaneous Stores,Miscellaneous Stores,1492.0000000000002,Other
2200000,30,Yes,Yes,0.0016386666666666667,0.0021246666666666666,0.0008426666666666667,0.0009306666666666667,0.0007426666666666666,0.0007806666666666667,Retail Outlet Services,Other,8198.666666666668,Other
50000,350,Yes,No,0.001885714285714286,0.002785714285714286,0.0004697142857142857,0.0006617142857142858,0.00026171428571428575,0.0003497142857142857,Business Services,Other,299.2857142857143,None
166412,279,No,Yes,0.0016192114695340503,0.0023392114695340504,0.0004288114695340502,0.0005536114695340502,0.0003472114695340502,0.0004312114695340502,Contracted Services,Other,802.6402670681003,Other
60000,400,Yes,No,0.001889,0.002771,0.00041300000000000006,0.000557,0.00030100000000000005,0.000389,Business Services,Other,341.7,None
980000,1780,No,No,0.00101923595505618,0.0015232359550561801,0.00023523595505617974,0.00034723595505617975,9.123595505617979e-05,0.00013123595505617978,Business Services,Other,3225.4112359550563,None
100000,20,Yes,No,0.00394,0.00466,0.0027496,0.0028744,0.0026680000000000002,0.002752,Miscellaneous Stores,Miscellaneous Stores,714.4,None
360000,68,Yes,Yes,0.0018811764705882355,0.0026011764705882352,0.0007291764705882354,0.0008731764705882353,0.0005211764705882353,0.0005611764705882353,Miscellaneous Stores,Miscellaneous Stores,1786.0235294117647,Other
100000,65,Yes,Yes,0.0022092307692307693,0.002929230769230769,0.0010188307692307692,0.0011436307692307692,0.0009372307692307692,0.0010212307692307693,Miscellaneous Stores,Miscellaneous Stores,541.3230769230769,Other
900000,12,No,Yes,0.002674666666666667,0.0031786666666666673,0.0018906666666666668,0.002002666666666667,0.0017466666666666668,0.0017866666666666669,Retail Outlet Services,Other,4452.0,Other
60000,5,Yes,Yes,0.011764,0.012646000000000001,0.010288,0.010432,0.010176000000000001,0.010264,Business Services,Other,934.2,Other
550000,20,No,No,0.00226,0.00289,0.00124,0.00136,0.00108,0.0011200000000000001,Retail Outlet Services,Other,2722.5,None
90000,15,Yes,Yes,0.003313333333333334,0.0043033333333333335,0.0016213333333333334,0.0017653333333333334,0.0014333333333333333,0.0014833333333333332,Miscellaneous Stores,Miscellaneous Stores,652.8000000000001,Other
10000,68,Yes,Yes,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Miscellaneous Stores,Miscellaneous Stores,100.0,Other
10000,10,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,168.99999999999997,None
30000,200,Yes,Yes,0.00298,0.00442,0.000356,0.000484,0.000308,0.00041200000000000004,Professional Services and Membership Organizations,Other,253.80000000000004,Other
50000,10,No,No,0.006764,0.007646,0.005288,0.005432,0.005176,0.0052640000000000004,Retail Outlet Services,Other,528.5,None
288429,12,Yes,Yes,0.0039040000000000004,0.004606000000000001,0.0027848,0.0029272,0.00264,0.00271,Miscellaneous Stores,Miscellaneous Stores,2039.769888,Other
120000,7,No,Yes,0.008582857142857142,0.009302857142857142,0.007392457142857143,0.007517257142857143,0.007310857142857142,0.007394857142857142,Miscellaneous Stores,Miscellaneous Stores,1414.422857142857,Other
12000,350,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,202.79999999999998,None
6000,7,Yes,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Business Services,Other,105.00000000000003,None
200000,16,No,Yes,0.00287,0.00368,0.0015220000000000001,0.0016580000000000002,0.001342,0.001388,Miscellaneous Stores,Miscellaneous Stores,1242.0000000000002,Other
20000,35,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Professional Services and Membership Organizations,Other,300.0,None
420000,12,No,Yes,0.003106666666666667,0.0038266666666666666,0.0019226666666666667,0.002050666666666667,0.0017506666666666669,0.0017926666666666668,Miscellaneous Stores,Miscellaneous Stores,2569.0,Other
200,200,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,3.38,Other
156000,15,Yes,Yes,0.0034040000000000003,0.004106,0.0022848,0.0024272,0.00214,0.00221,Retail Outlet Services,Other,1025.232,Other
360000,35,Yes,Yes,0.0029765714285714287,0.0037505714285714286,0.0016941714285714285,0.0018269714285714285,0.0015085714285714286,0.0015485714285714287,Miscellaneous Stores,Miscellaneous Stores,2218.5257142857145,Other
1200000,150,Yes,Yes,0.0011413333333333336,0.0016453333333333337,0.0003573333333333333,0.0004693333333333333,0.00021333333333333333,0.00025333333333333333,Retail Outlet Services,Other,4096.0,Other
250000,4000,Yes,Yes,0.0014475,0.0021675,0.0002955000000000001,0.00043950000000000006,8.750000000000001e-05,0.0001275,Retail Outlet Services,Other,1131.875,Other
400000,11,Yes,Yes,0.003258181818181818,0.003978181818181818,0.0020741818181818183,0.0022021818181818184,0.0019021818181818183,0.0019441818181818182,Miscellaneous Stores,Miscellaneous Stores,2507.272727272727,Other
50000,12,Yes,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Business Services,Other,750.0,None
8000,500,Yes,No,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Business Services,Other,80.0,None
500000,25,Yes,Yes,0.0022400000000000002,0.00296,0.001056,0.0011840000000000002,0.000884,0.0009260000000000001,Miscellaneous Stores,Miscellaneous Stores,2625.0,Other
60000,30,Yes,Yes,0.0028000000000000004,0.0037,0.001384,0.0015760000000000001,0.001176,0.001264,Retail Outlet Services,Other,414.0,Other
12000,8,No,No,0.00538,0.00682,0.002756,0.0028840000000000003,0.002708,0.0028120000000000003,Miscellaneous Stores,Miscellaneous Stores,130.32000000000002,None
20000,2000,No,No,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Contracted Services,Other,200.0,None
10000,500,Yes,No,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Contracted Services,Other,100.0,None
5000,20,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,84.49999999999999,None
1000,5,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Retail Outlet Services,Other,14.999999999999998,None
3000,20,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,50.699999999999996,None
1200000,70,Yes,Yes,0.001293714285714286,0.0017977142857142862,0.0005097142857142857,0.0006217142857142858,0.00036571428571428573,0.0004057142857142857,Miscellaneous Stores,Miscellaneous Stores,4278.857142857143,Other
20000,14,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,300.0,None
400000,2000,Yes,Yes,0.0014500000000000001,0.00217,0.000266,0.00039400000000000004,9.400000000000001e-05,0.000136,Retail Outlet Services,Other,1784.0,Other
50000,25,No,No,0.0029600000000000004,0.00404,0.001088,0.001232,0.0009080000000000001,0.0009620000000000001,Miscellaneous Stores,Miscellaneous Stores,359.50000000000006,None
60000,3000,Yes,Yes,0.002166666666666667,0.003246666666666667,0.0002946666666666667,0.0004386666666666667,0.00011466666666666667,0.0001686666666666667,Contracted Services,Other,383.8,Other
60000,20,No,No,0.0033400000000000005,0.00451,0.001336,0.0015040000000000001,0.001112,0.001168,Business Services,Other,478.2,None
590000,20,No,No,0.00226,0.00289,0.00124,0.00136,0.00108,0.0011200000000000001,Retail Outlet Services,Other,2920.5,None
12000,800,No,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,202.79999999999998,Other
50000,200,No,Yes,0.00298,0.00442,0.000356,0.000484,0.000308,0.00041200000000000004,Business Services,Other,423.00000000000006,Other
12000,50,No,No,0.0032800000000000004,0.00472,0.000656,0.000784,0.000608,0.0007120000000000001,Retail Outlet Services,Other,105.12000000000002,None
700000,50,Yes,Yes,0.00166,0.00229,0.00064,0.00076,0.00048,0.0005200000000000001,Miscellaneous Stores,Miscellaneous Stores,3045.0,Other
80000,10,Yes,Yes,0.003980000000000001,0.0049700000000000005,0.002288,0.002432,0.0021,0.00215,Miscellaneous Stores,Miscellaneous Stores,633.6,Other
5000,5,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,87.50000000000001,None
1000,25,No,No,0.00368,0.00512,0.001056,0.0011840000000000002,0.001008,0.0011120000000000001,Miscellaneous Stores,Miscellaneous Stores,9.16,None
20000,10000,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,337.99999999999994,Other
10000,40,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,175.00000000000003,None
400000,10,No,No,0.0034400000000000003,0.0041600000000000005,0.002256,0.002384,0.002084,0.002126,Miscellaneous Stores,Miscellaneous Stores,2580.0,None
100000,900,Yes,Yes,0.0014955555555555557,0.0022155555555555557,0.00030515555555555554,0.0004299555555555556,0.00022355555555555556,0.00030755555555555554,Professional Services and Membership Organizations,Other,469.9555555555555,Other
250000,19,No,Yes,0.0026726315789473687,0.0034826315789473687,0.0013086315789473683,0.0014366315789473684,0.0011446315789473685,0.0011906315789473685,Miscellaneous Stores,Miscellaneous Stores,1493.1578947368423,Other
80000,100,Yes,Yes,0.0017040000000000002,0.002406,0.0005847999999999999,0.0007272,0.00043999999999999996,0.00051,Clothing Stores,Other,389.76,Other
100000,10,Yes,Yes,0.004404,0.005106,0.0032848,0.0034272,0.00314,0.00321,Miscellaneous Stores,Miscellaneous Stores,757.2,Other
100,10,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,1.69,None
25000,20,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,422.49999999999994,Other
100000,50,Yes,No,0.0024400000000000003,0.00316,0.0012496,0.0013744,0.001168,0.001252,Clothing Stores,Other,564.4,None
50000,2000,No,Yes,0.0021700000000000005,0.0032500000000000003,0.0002980000000000001,0.00044200000000000006,0.00011800000000000001,0.00017200000000000003,Professional Services and Membership Organizations,Other,320.00000000000006,Other
260000,180,No,Yes,0.001825777777777778,0.002599777777777778,0.0005433777777777778,0.0006761777777777778,0.00035777777777777777,0.00039777777777777777,Business Services,Other,1303.0622222222223,Other
30000,2000,Yes,Yes,0.00289,0.00433,0.000266,0.00039400000000000004,0.000218,0.0003220000000000001,Clothing Stores,Other,251.10000000000005,Other
45000,7,No,Yes,0.008906857142857143,0.009788857142857143,0.007430857142857143,0.007574857142857143,0.007318857142857143,0.007406857142857143,Miscellaneous Stores,Miscellaneous Stores,572.0785714285714,Other
450000,30,Yes,Yes,0.003214666666666667,0.003988666666666667,0.0019322666666666667,0.0020650666666666667,0.0017466666666666668,0.0017866666666666669,Retail Outlet Services,Other,2880.3,Other
125000,36,No,Yes,0.0023555555555555556,0.003255555555555556,0.0008275555555555556,0.0009635555555555556,0.0006515555555555556,0.0006995555555555556,Miscellaneous Stores,Miscellaneous Stores,746.9444444444445,Other
4000,20,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,67.6,Other
2000,5,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,33.8,None
900000,80,Yes,Yes,0.0012580000000000002,0.0017620000000000003,0.000474,0.0005859999999999999,0.00033,0.00037,Miscellaneous Stores,Miscellaneous Stores,3177.0000000000005,Other
900000,85,Yes,No,0.001315294117647059,0.001855294117647059,0.0004912941176470588,0.0006192941176470588,0.00031529411764705885,0.00035529411764705885,Utility Services,Other,3397.764705882353,None
10000,100,No,No,0.0030800000000000003,0.00452,0.000456,0.000584,0.00040800000000000005,0.0005120000000000001,Transportation Services,Other,85.60000000000001,None
101000,65,No,No,0.0022092307692307693,0.002929230769230769,0.0010188307692307692,0.0011436307692307692,0.0009372307692307692,0.0010212307692307693,Miscellaneous Stores,Miscellaneous Stores,546.7363076923077,None
100000,5000,Yes,No,0.0014500000000000001,0.00217,0.0002596,0.0003844000000000001,0.00017800000000000002,0.000262,Professional Services and Membership Organizations,Other,465.4,None
31000,2,Yes,Yes,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Travel,Other,542.5,Other
1000,6,No,No,0.006213333333333334,0.007653333333333333,0.0035893333333333337,0.0037173333333333338,0.0035413333333333334,0.0036453333333333338,Transportation Services,Other,11.693333333333332,None
6000,20,Yes,No,0.00388,0.00532,0.001256,0.001384,0.001208,0.001312,Miscellaneous Stores,Miscellaneous Stores,56.16000000000001,None
1500,55,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Clothing Stores,Other,25.349999999999998,None
250000,200,Yes,No,0.0017980000000000001,0.0025720000000000005,0.0005156,0.0006484,0.00033,0.00037,Agricultural Services,Other,1246.0,None
300000,60,No,Yes,0.0018453333333333334,0.0026013333333333335,0.0005893333333333333,0.0007173333333333333,0.00042133333333333335,0.00046533333333333333,Miscellaneous Stores,Miscellaneous Stores,1491.9999999999998,Other
200000,150,Yes,Yes,0.0017733333333333334,0.0024933333333333335,0.0005829333333333333,0.0007077333333333334,0.0005013333333333333,0.0005853333333333333,Professional Services and Membership Organizations,Other,995.4666666666666,Other
500,5,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,8.750000000000002,None
100000,20,Yes,Yes,0.0029800000000000004,0.0039700000000000004,0.001288,0.0014320000000000001,0.0011,0.00115,Miscellaneous Stores,Miscellaneous Stores,692.0000000000001,Other
50000,20,Yes,Yes,0.0031600000000000005,0.004240000000000001,0.001288,0.0014320000000000001,0.001108,0.001162,Miscellaneous Stores,Miscellaneous Stores,369.50000000000006,Other
1200000,7000,Yes,No,0.001483142857142857,0.002221142857142857,0.0002471428571428571,0.0003671428571428571,8.714285714285715e-05,0.00012714285714285714,Contracted Services,Other,5396.571428571428,None
220000,7,Yes,Yes,0.0044771428571428575,0.0052871428571428574,0.0031291428571428572,0.003265142857142857,0.002949142857142857,0.0029951428571428572,Retail Outlet Services,Other,1719.7714285714287,Other
