Annual Card Turnover,Average Transaction Amount,Is Registered,Accepts Card,Mastercard Debit,Visa Debit,Mastercard Credit,Visa Credit,Mastercard Business Debit,Visa Business Debit,MCC Category,MCC Category group,Total Annual Transaction Fees,Current Provider Grouped
200000,1200,Yes,Yes,1.778,1.778,3.4196,3.4196,9.122000000000002,9.122000000000002,Miscellaneous Stores,Miscellaneous Stores,937.1333333333333,Other
20000,300,Yes,No,1.8251999999999997,1.8251999999999997,1.8251999999999997,1.8251999999999997,1.8251999999999997,1.8251999999999997,Professional Services and Membership Organizations,Other,337.99999999999994,None
50000,20,No,Yes,0.07880000000000001,0.07880000000000001,0.10616,0.10616,0.2012,0.2012,Miscellaneous Stores,Miscellaneous Stores,357.2,Other
90000,1250,Yes,No,2.495,2.495,4.07,4.07,5.645,5.645,Business Services,Other,534.2400000000001,None
250000,25,Yes,Yes,0.06509999999999999,0.06509999999999999,0.1101,0.1101,0.18750000000000003,0.18750000000000003,Miscellaneous Stores,Miscellaneous Stores,1443.0,Other
240000,5,Yes,Yes,0.0281,0.0281,0.0344,0.0344,0.0407,0.0407,Miscellaneous Stores,Miscellaneous Stores,2140.8,Other
100000,500,Yes,Yes,0.77,0.77,1.4540000000000002,1.4540000000000002,3.83,3.83,Business Services,Other,474.4,Other
15000,150,No,No,0.9450000000000001,0.9450000000000001,0.9450000000000001,0.9450000000000001,0.9450000000000001,0.9450000000000001,Contracted Services,Other,262.5,None
45000,200,Yes,No,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.2600000000000002,Miscellaneous Stores,Miscellaneous Stores,787.5,None
2000000,10,Yes,Yes,0.06476,0.06476,0.077,0.077,0.08600000000000001,0.08600000000000001,Retail Outlet Services,Other,18980.0,Other
55000,10,No,No,0.06764,0.06764,0.0824,0.0824,0.1292,0.1292,Retail Outlet Services,Other,581.3499999999999,None
150000,120,Yes,Yes,0.23600000000000002,0.23600000000000002,0.38720000000000004,0.38720000000000004,0.5384000000000001,0.5384000000000001,Retail Outlet Services,Other,838.0000000000001,Other
10000,20,No,No,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Miscellaneous Stores,Miscellaneous Stores,168.99999999999997,None
50000,20,Yes,No,0.108,0.108,0.108,0.108,0.108,0.108,Clothing Stores,Other,750.0,None
400000,10,No,No,0.0344,0.0344,0.0488,0.0488,0.057800000000000004,0.057800000000000004,Miscellaneous Stores,Miscellaneous Stores,2580.0,None
4000000,20,Yes,Yes,0.03944,0.03944,0.0596,0.0596,0.0884,0.0884,Miscellaneous Stores,Miscellaneous Stores,16240.0,Other
60000,60,Yes,No,0.12072,0.12072,0.23736,0.23736,0.34319999999999995,0.34319999999999995,Transportation Services,Other,320.28,None
1200,50,No,No,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.31500000000000006,Business Services,Other,21.0,None
300000,2000,Yes,Yes,2.838,2.838,6.438000000000001,6.438000000000001,12.63,12.63,Miscellaneous Stores,Miscellaneous Stores,1376.1000000000001,Other
10000,15,No,No,0.0632,0.0632,0.0632,0.0632,0.16040000000000001,0.16040000000000001,Clothing Stores,Other,96.93333333333334,None
10000000,250,Yes,No,0.354,0.354,0.7590000000000001,0.7590000000000001,1.551,1.551,Miscellaneous Stores,Miscellaneous Stores,43460.0,None
60000,3000,Yes,No,5.342,5.342,9.770000000000001,9.770000000000001,23.810000000000002,23.810000000000002,Retail Outlet Services,Other,335.2,None
100000,10,No,No,0.0398,0.0398,0.0524,0.0524,0.065,0.065,Miscellaneous Stores,Miscellaneous Stores,792.0000000000001,None
200000,500,Yes,Yes,0.8300000000000001,0.8300000000000001,1.55,1.55,2.09,2.09,Professional Services and Membership Organizations,Other,1000.0000000000002,Other
80000,30,Yes,No,0.10292000000000001,0.10292000000000001,0.14720000000000003,0.14720000000000003,0.2876,0.2876,Clothing Stores,Other,578.9333333333334,None
350000,1500,Yes,No,2.45,2.45,4.88,4.88,6.2299999999999995,6.2299999999999995,Business Services,Other,1754.6666666666672,None
2000,7,Yes,No,0.042588,0.042588,0.042588,0.042588,0.042588,0.042588,Miscellaneous Stores,Miscellaneous Stores,33.8,None
1000,4,No,No,0.024336,0.024336,0.024336,0.024336,0.024336,0.024336,Transportation Services,Other,16.9,None
450000,20,No,No,0.0488,0.0488,0.0776,0.0776,0.0956,0.0956,Miscellaneous Stores,Miscellaneous Stores,2452.5,None
150000,500,Yes,Yes,1.8,1.8,1.8,1.8,1.8,1.8,Retail Outlet Services,Other,1500.0,Other
60000,20,Yes,No,0.05808,0.05808,0.09408,0.09408,0.15600000000000003,0.15600000000000003,Retail Outlet Services,Other,364.32000000000005,None
12000,55,No,Yes,0.33462,0.33462,0.33462,0.33462,0.33462,0.33462,Miscellaneous Stores,Miscellaneous Stores,202.79999999999998,Other
220000,5,No,Yes,0.0572,0.0572,0.06404,0.06404,0.0878,0.0878,Retail Outlet Services,Other,3221.6800000000003,Other
60000,200,Yes,No,0.452,0.452,0.6680000000000001,0.6680000000000001,0.9920000000000001,0.9920000000000001,Business Services,Other,389.40000000000003,None
12000,150,Yes,Yes,0.8099999999999999,0.8099999999999999,0.8099999999999999,0.8099999999999999,0.8099999999999999,0.8099999999999999,Retail Outlet Services,Other,179.99999999999997,Other
1200000,1500,Yes,No,2.2639999999999993,2.2639999999999993,4.1,4.1,5.45,5.45,Utility Services,Other,5428.0,None
500000,8,Yes,Yes,0.04152,0.04152,0.055920000000000004,0.055920000000000004,0.058800000000000005,0.058800000000000005,Retail Outlet Services,Other,4135.0,Other
80000,30,No,No,0.162,0.162,0.162,0.162,0.162,0.162,Miscellaneous Stores,Miscellaneous Stores,1200.0,None
150000,80,Yes,Yes,0.1452,0.1452,0.31800000000000006,0.31800000000000006,0.6348,0.6348,Business Services,Other,779.25,Other
220000,12,Yes,Yes,0.046848,0.046848,0.06844800000000001,0.06844800000000001,0.10560000000000003,0.10560000000000003,Miscellaneous Stores,Miscellaneous Stores,1555.8400000000001,Other
50000,15,No,No,0.0632,0.0632,0.0632,0.0632,0.16040000000000001,0.16040000000000001,Miscellaneous Stores,Miscellaneous Stores,484.66666666666674,None
20000,30,Yes,Yes,0.18252,0.18252,0.18252,0.18252,0.18252,0.18252,Miscellaneous Stores,Miscellaneous Stores,337.99999999999994,Other
50000,100,Yes,Yes,0.236,0.236,0.3440000000000001,0.3440000000000001,0.506,0.506,Business Services,Other,329.50000000000006,Other
110000,90,No,Yes,0.17959999999999998,0.17959999999999998,0.30272,0.30272,0.7304,0.7304,Miscellaneous Stores,Miscellaneous Stores,571.9511111111111,Other
400000,950,Yes,Yes,1.4664,1.4664,3.3131999999999997,3.3131999999999997,4.989,4.989,Retail Outlet Services,Other,1947.831578947368,Other
10000,30,No,No,0.18900000000000003,0.18900000000000003,0.18900000000000003,0.18900000000000003,0.18900000000000003,0.18900000000000003,Contracted Services,Other,175.00000000000003,None
200000,30,No,Yes,0.0932,0.0932,0.13424000000000003,0.13424000000000003,0.27680000000000005,0.27680000000000005,Clothing Stores,Other,1262.1333333333332,Other
120000,500,Yes,Yes,0.77,0.77,1.4540000000000002,1.4540000000000002,3.83,3.83,Business Services,Other,569.28,Other
240000,80,Yes,No,0.14232,0.14232,0.28632,0.28632,0.5340000000000001,0.5340000000000001,Miscellaneous Stores,Miscellaneous Stores,1187.2800000000002,None
3000,96,Yes,No,0.6048000000000002,0.6048000000000002,0.6048000000000002,0.6048000000000002,0.6048000000000002,0.6048000000000002,Contracted Services,Other,52.500000000000014,None
50000,45,No,Yes,0.14959999999999998,0.14959999999999998,0.14959999999999998,0.14959999999999998,0.44120000000000004,0.44120000000000004,Miscellaneous Stores,Miscellaneous Stores,440.2222222222223,Other
120000,200,Yes,No,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.2600000000000002,Transportation Services,Other,2100.0,None
320000,25,No,No,0.0887,0.0887,0.1247,0.1247,0.14,0.14,Miscellaneous Stores,Miscellaneous Stores,2154.88,None
52555,52,No,Yes,0.16976000000000002,0.16976000000000002,0.16976000000000002,0.16976000000000002,0.5067200000000001,0.5067200000000001,Miscellaneous Stores,Miscellaneous Stores,459.57326153846157,Other
50000,20,Yes,No,0.0776,0.0776,0.0776,0.0776,0.20720000000000002,0.20720000000000002,Miscellaneous Stores,Miscellaneous Stores,468.00000000000006,None
100000,250,Yes,Yes,0.381,0.381,0.8310000000000001,0.8310000000000001,1.6050000000000002,1.6050000000000002,Professional Services and Membership Organizations,Other,469.20000000000005,Other
15000,500,Yes,No,3.042,3.042,3.042,3.042,3.042,3.042,Professional Services and Membership Organizations,Other,253.49999999999997,None
10000,40,No,No,0.13520000000000001,0.13520000000000001,0.13520000000000001,0.13520000000000001,0.3944000000000001,0.3944000000000001,Professional Services and Membership Organizations,Other,88.60000000000001,None
500,100,Yes,No,0.6083999999999999,0.6083999999999999,0.6083999999999999,0.6083999999999999,0.6083999999999999,0.6083999999999999,Miscellaneous Stores,Miscellaneous Stores,8.45,None
70000,70,No,Yes,0.17348,0.17348,0.27680000000000005,0.27680000000000005,0.6044,0.6044,Miscellaneous Stores,Miscellaneous Stores,439.9,Other
100000,50,No,Yes,0.12200000000000001,0.12200000000000001,0.1904,0.1904,0.428,0.428,Miscellaneous Stores,Miscellaneous Stores,564.4,Other
200000,8,No,Yes,0.03296,0.03296,0.044480000000000006,0.044480000000000006,0.05312,0.05312,Miscellaneous Stores,Miscellaneous Stores,1492.0000000000002,Other
2200000,30,Yes,Yes,0.04916,0.04916,0.07940000000000001,0.07940000000000001,0.12260000000000001,0.12260000000000001,Retail Outlet Services,Other,8198.666666666668,Other
50000,350,Yes,No,0.66,0.66,1.542,1.542,2.802,2.802,Business Services,Other,299.2857142857143,None
166412,279,No,Yes,0.45176000000000005,0.45176000000000005,0.8334320000000002,0.8334320000000002,2.15924,2.15924,Contracted Services,Other,802.6402670681003,Other
60000,400,Yes,No,0.7556,0.7556,1.3460000000000003,1.3460000000000003,3.218,3.218,Business Services,Other,341.7,None
980000,1780,No,No,1.8142400000000005,1.8142400000000005,4.505599999999999,4.505599999999999,6.428000000000001,6.428000000000001,Business Services,Other,3225.4112359550563,None
100000,20,Yes,No,0.07880000000000001,0.07880000000000001,0.10616,0.10616,0.2012,0.2012,Miscellaneous Stores,Miscellaneous Stores,714.4,None
360000,68,Yes,Yes,0.12792000000000003,0.12792000000000003,0.2503200000000001,0.2503200000000001,0.27480000000000004,0.27480000000000004,Miscellaneous Stores,Miscellaneous Stores,1786.0235294117647,Other
100000,65,Yes,Yes,0.1436,0.1436,0.23252,0.23252,0.5414000000000001,0.5414000000000001,Miscellaneous Stores,Miscellaneous Stores,541.3230769230769,Other
900000,12,No,Yes,0.032096000000000006,0.032096000000000006,0.05024000000000001,0.05024000000000001,0.0632,0.0632,Retail Outlet Services,Other,4452.0,Other
60000,5,Yes,Yes,0.058820000000000004,0.058820000000000004,0.06620000000000001,0.06620000000000001,0.08960000000000001,0.08960000000000001,Business Services,Other,934.2,Other
550000,20,No,No,0.0452,0.0452,0.074,0.074,0.09200000000000001,0.09200000000000001,Retail Outlet Services,Other,2722.5,None
90000,15,Yes,Yes,0.04970000000000001,0.04970000000000001,0.06860000000000001,0.06860000000000001,0.08750000000000001,0.08750000000000001,Miscellaneous Stores,Miscellaneous Stores,652.8000000000001,Other
10000,68,Yes,Yes,0.24480000000000005,0.24480000000000005,0.24480000000000005,0.24480000000000005,0.24480000000000005,0.24480000000000005,Miscellaneous Stores,Miscellaneous Stores,100.0,Other
10000,10,No,No,0.06084,0.06084,0.06084,0.06084,0.06084,0.06084,Miscellaneous Stores,Miscellaneous Stores,168.99999999999997,None
30000,200,Yes,Yes,0.5960000000000001,0.5960000000000001,0.5960000000000001,0.5960000000000001,1.8920000000000001,1.8920000000000001,Professional Services and Membership Organizations,Other,253.80000000000004,Other
50000,10,No,No,0.06764,0.06764,0.0824,0.0824,0.1292,0.1292,Retail Outlet Services,Other,528.5,None
288429,12,Yes,Yes,0.046848,0.046848,0.06844800000000001,0.06844800000000001,0.10560000000000003,0.10560000000000003,Miscellaneous Stores,Miscellaneous Stores,2039.769888,Other
120000,7,No,Yes,0.06008000000000001,0.06008000000000001,0.06965600000000001,0.06965600000000001,0.10292000000000001,0.10292000000000001,Miscellaneous Stores,Miscellaneous Stores,1414.422857142857,Other
12000,350,No,No,2.1294,2.1294,2.1294,2.1294,2.1294,2.1294,Miscellaneous Stores,Miscellaneous Stores,202.79999999999998,None
6000,7,Yes,No,0.044100000000000014,0.044100000000000014,0.044100000000000014,0.044100000000000014,0.044100000000000014,0.044100000000000014,Business Services,Other,105.00000000000003,None
200000,16,No,Yes,0.04592,0.04592,0.06896000000000001,0.06896000000000001,0.08624000000000001,0.08624000000000001,Miscellaneous Stores,Miscellaneous Stores,1242.0000000000002,Other
20000,35,No,No,0.189,0.189,0.189,0.189,0.189,0.189,Professional Services and Membership Organizations,Other,300.0,None
420000,12,No,Yes,0.03728000000000001,0.03728000000000001,0.05456000000000001,0.05456000000000001,0.06536000000000002,0.06536000000000002,Miscellaneous Stores,Miscellaneous Stores,2569.0,Other
200,200,Yes,Yes,1.2167999999999999,1.2167999999999999,1.2167999999999999,1.2167999999999999,1.2167999999999999,1.2167999999999999,Miscellaneous Stores,Miscellaneous Stores,3.38,Other
156000,15,Yes,Yes,0.05106,0.05106,0.07806,0.07806,0.12450000000000001,0.12450000000000001,Retail Outlet Services,Other,1025.232,Other
360000,35,Yes,Yes,0.10418,0.10418,0.15458,0.15458,0.176,0.176,Miscellaneous Stores,Miscellaneous Stores,2218.5257142857145,Other
1200000,150,Yes,Yes,0.17120000000000002,0.17120000000000002,0.39799999999999996,0.39799999999999996,0.56,0.56,Retail Outlet Services,Other,4096.0,Other
250000,4000,Yes,Yes,5.79,5.79,12.99,12.99,14.43,14.43,Retail Outlet Services,Other,1131.875,Other
400000,11,Yes,Yes,0.035840000000000004,0.035840000000000004,0.051680000000000004,0.051680000000000004,0.06158000000000001,0.06158000000000001,Miscellaneous Stores,Miscellaneous Stores,2507.272727272727,Other
50000,12,Yes,No,0.06480000000000001,0.06480000000000001,0.06480000000000001,0.06480000000000001,0.06480000000000001,0.06480000000000001,Business Services,Other,750.0,None
8000,500,Yes,No,1.8,1.8,1.8,1.8,1.8,1.8,Business Services,Other,80.0,None
500000,25,Yes,Yes,0.05600000000000001,0.05600000000000001,0.09200000000000001,0.09200000000000001,0.1145,0.1145,Miscellaneous Stores,Miscellaneous Stores,2625.0,Other
60000,30,Yes,Yes,0.084,0.084,0.15960000000000002,0.15960000000000002,0.26760000000000006,0.26760000000000006,Retail Outlet Services,Other,414.0,Other
12000,8,No,No,0.04304,0.04304,0.04304,0.04304,0.09488000000000002,0.09488000000000002,Miscellaneous Stores,Miscellaneous Stores,130.32000000000002,None
20000,2000,No,No,7.2,7.2,7.2,7.2,7.2,7.2,Contracted Services,Other,200.0,None
10000,500,Yes,No,1.8,1.8,1.8,1.8,1.8,1.8,Contracted Services,Other,100.0,None
5000,20,No,No,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Miscellaneous Stores,Miscellaneous Stores,84.49999999999999,None
1000,5,No,No,0.027,0.027,0.027,0.027,0.027,0.027,Retail Outlet Services,Other,14.999999999999998,None
3000,20,No,No,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Miscellaneous Stores,Miscellaneous Stores,50.699999999999996,None
1200000,70,Yes,Yes,0.09056000000000002,0.09056000000000002,0.19639999999999996,0.19639999999999996,0.272,0.272,Miscellaneous Stores,Miscellaneous Stores,4278.857142857143,Other
20000,14,No,No,0.07560000000000001,0.07560000000000001,0.07560000000000001,0.07560000000000001,0.07560000000000001,0.07560000000000001,Miscellaneous Stores,Miscellaneous Stores,300.0,None
400000,2000,Yes,Yes,2.9,2.9,5.779999999999999,5.779999999999999,7.58,7.58,Retail Outlet Services,Other,1784.0,Other
50000,25,No,No,0.074,0.074,0.10100000000000002,0.10100000000000002,0.14150000000000001,0.14150000000000001,Miscellaneous Stores,Miscellaneous Stores,359.50000000000006,None
60000,3000,Yes,Yes,6.5,6.5,9.74,9.74,14.600000000000001,14.600000000000001,Contracted Services,Other,383.8,Other
60000,20,No,No,0.06680000000000001,0.06680000000000001,0.0956,0.0956,0.12079999999999999,0.12079999999999999,Business Services,Other,478.2,None
590000,20,No,No,0.0452,0.0452,0.074,0.074,0.09200000000000001,0.09200000000000001,Retail Outlet Services,Other,2920.5,None
12000,800,No,Yes,4.8671999999999995,4.8671999999999995,4.8671999999999995,4.8671999999999995,4.8671999999999995,4.8671999999999995,Miscellaneous Stores,Miscellaneous Stores,202.79999999999998,Other
50000,200,No,Yes,0.5960000000000001,0.5960000000000001,0.5960000000000001,0.5960000000000001,1.8920000000000001,1.8920000000000001,Business Services,Other,423.00000000000006,Other
12000,50,No,No,0.164,0.164,0.164,0.164,0.48800000000000004,0.48800000000000004,Retail Outlet Services,Other,105.12000000000002,None
700000,50,Yes,Yes,0.083,0.083,0.155,0.155,0.19999999999999998,0.19999999999999998,Miscellaneous Stores,Miscellaneous Stores,3045.0,Other
80000,10,Yes,Yes,0.0398,0.0398,0.0524,0.0524,0.065,0.065,Miscellaneous Stores,Miscellaneous Stores,633.6,Other
5000,5,No,No,0.03150000000000001,0.03150000000000001,0.03150000000000001,0.03150000000000001,0.03150000000000001,0.03150000000000001,Miscellaneous Stores,Miscellaneous Stores,87.50000000000001,None
1000,25,No,No,0.09200000000000001,0.09200000000000001,0.09200000000000001,0.09200000000000001,0.254,0.254,Miscellaneous Stores,Miscellaneous Stores,9.16,None
20000,10000,Yes,Yes,60.839999999999996,60.839999999999996,60.839999999999996,60.839999999999996,60.839999999999996,60.839999999999996,Miscellaneous Stores,Miscellaneous Stores,337.99999999999994,Other
10000,40,No,No,0.25200000000000006,0.25200000000000006,0.25200000000000006,0.25200000000000006,0.25200000000000006,0.25200000000000006,Miscellaneous Stores,Miscellaneous Stores,175.00000000000003,None
400000,10,No,No,0.0344,0.0344,0.0488,0.0488,0.057800000000000004,0.057800000000000004,Miscellaneous Stores,Miscellaneous Stores,2580.0,None
100000,900,Yes,Yes,1.346,1.346,2.5772,2.5772,6.854,6.854,Professional Services and Membership Organizations,Other,469.9555555555555,Other
250000,19,No,Yes,0.050780000000000006,0.050780000000000006,0.07472000000000001,0.07472000000000001,0.09866000000000001,0.09866000000000001,Miscellaneous Stores,Miscellaneous Stores,1493.1578947368423,Other
80000,100,Yes,Yes,0.1704,0.1704,0.35040000000000004,0.35040000000000004,0.6600000000000001,0.6600000000000001,Clothing Stores,Other,389.76,Other
100000,10,Yes,Yes,0.044039999999999996,0.044039999999999996,0.06204,0.06204,0.09300000000000001,0.09300000000000001,Miscellaneous Stores,Miscellaneous Stores,757.2,Other
100,10,No,No,0.06084,0.06084,0.06084,0.06084,0.06084,0.06084,Miscellaneous Stores,Miscellaneous Stores,1.69,None
25000,20,Yes,Yes,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Miscellaneous Stores,Miscellaneous Stores,422.49999999999994,Other
100000,50,Yes,No,0.12200000000000001,0.12200000000000001,0.1904,0.1904,0.428,0.428,Clothing Stores,Other,564.4,None
50000,2000,No,Yes,4.34,4.34,6.5,6.5,9.74,9.74,Professional Services and Membership Organizations,Other,320.00000000000006,Other
260000,180,No,Yes,0.32864,0.32864,0.58784,0.58784,0.6980000000000001,0.6980000000000001,Business Services,Other,1303.0622222222223,Other
30000,2000,Yes,Yes,5.779999999999999,5.779999999999999,5.779999999999999,5.779999999999999,18.740000000000002,18.740000000000002,Clothing Stores,Other,251.10000000000005,Other
45000,7,No,Yes,0.062348,0.062348,0.07268000000000001,0.07268000000000001,0.10544000000000002,0.10544000000000002,Miscellaneous Stores,Miscellaneous Stores,572.0785714285714,Other
450000,30,Yes,Yes,0.09644,0.09644,0.13964000000000001,0.13964000000000001,0.15800000000000003,0.15800000000000003,Retail Outlet Services,Other,2880.3,Other
125000,36,No,Yes,0.08480000000000001,0.08480000000000001,0.13016000000000003,0.13016000000000003,0.17552,0.17552,Miscellaneous Stores,Miscellaneous Stores,746.9444444444445,Other
4000,20,Yes,Yes,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Miscellaneous Stores,Miscellaneous Stores,67.6,Other
2000,5,No,No,0.03042,0.03042,0.03042,0.03042,0.03042,0.03042,Miscellaneous Stores,Miscellaneous Stores,33.8,None
900000,80,Yes,Yes,0.10064000000000002,0.10064000000000002,0.22159999999999996,0.22159999999999996,0.30800000000000005,0.30800000000000005,Miscellaneous Stores,Miscellaneous Stores,3177.0000000000005,Other
900000,85,Yes,No,0.11180000000000001,0.11180000000000001,0.26480000000000004,0.26480000000000004,0.326,0.326,Utility Services,Other,3397.764705882353,None
10000,100,No,No,0.30800000000000005,0.30800000000000005,0.30800000000000005,0.30800000000000005,0.9560000000000001,0.9560000000000001,Transportation Services,Other,85.60000000000001,None
101000,65,No,No,0.1436,0.1436,0.23252,0.23252,0.5414000000000001,0.5414000000000001,Miscellaneous Stores,Miscellaneous Stores,546.7363076923077,None
100000,5000,Yes,No,7.25,7.25,14.090000000000002,14.090000000000002,37.85,37.85,Professional Services and Membership Organizations,Other,465.4,None
31000,2,Yes,Yes,0.012600000000000002,0.012600000000000002,0.012600000000000002,0.012600000000000002,0.012600000000000002,0.012600000000000002,Travel,Other,542.5,Other
1000,6,No,No,0.03728000000000001,0.03728000000000001,0.03728000000000001,0.03728000000000001,0.07616000000000002,0.07616000000000002,Transportation Services,Other,11.693333333333332,None
6000,20,Yes,No,0.0776,0.0776,0.0776,0.0776,0.20720000000000002,0.20720000000000002,Miscellaneous Stores,Miscellaneous Stores,56.16000000000001,None
1500,55,No,No,0.33462,0.33462,0.33462,0.33462,0.33462,0.33462,Clothing Stores,Other,25.349999999999998,None
250000,200,Yes,No,0.3596,0.3596,0.6476000000000001,0.6476000000000001,0.77,0.77,Agricultural Services,Other,1246.0,None
300000,60,No,Yes,0.11072,0.11072,0.1928,0.1928,0.25760000000000005,0.25760000000000005,Miscellaneous Stores,Miscellaneous Stores,1491.9999999999998,Other
200000,150,Yes,Yes,0.266,0.266,0.4712,0.4712,1.1840000000000002,1.1840000000000002,Professional Services and Membership Organizations,Other,995.4666666666666,Other
500,5,No,No,0.03150000000000001,0.03150000000000001,0.03150000000000001,0.03150000000000001,0.03150000000000001,0.03150000000000001,Miscellaneous Stores,Miscellaneous Stores,8.750000000000002,None
100000,20,Yes,Yes,0.0596,0.0596,0.08480000000000001,0.08480000000000001,0.11000000000000001,0.11000000000000001,Miscellaneous Stores,Miscellaneous Stores,692.0000000000001,Other
50000,20,Yes,Yes,0.0632,0.0632,0.08480000000000001,0.08480000000000001,0.11720000000000001,0.11720000000000001,Miscellaneous Stores,Miscellaneous Stores,369.50000000000006,Other
1200000,7000,Yes,No,10.382,10.382,18.95,18.95,25.25,25.25,Contracted Services,Other,5396.571428571428,None
220000,7,Yes,Yes,0.03134000000000001,0.03134000000000001,0.041420000000000005,0.041420000000000005,0.04898000000000001,0.04898000000000001,Retail Outlet Services,Other,1719.7714285714287,Other
20000,5000,No,No,27.0,27.0,27.0,27.0,27.0,27.0,Professional Services and Membership Organizations,Other,300.0,None
250000,20,Yes,No,0.058800000000000005,0.058800000000000005,0.09480000000000001,0.09480000000000001,0.10200000000000001,0.10200000000000001,Miscellaneous Stores,Miscellaneous Stores,1505.0,None
2000,23,No,No,0.08624000000000001,0.08624000000000001,0.08624000000000001,0.08624000000000001,0.23528000000000004,0.23528000000000004,Business Services,Other,18.459130434782608,None
300000,89,Yes,Yes,0.15456799999999998,0.15456799999999998,0.27632,0.27632,0.37244000000000005,0.37244000000000005,Professional Services and Membership Organizations,Other,1459.4157303370785,Other
200000,20,Yes,Yes,0.06024,0.06024,0.09912,0.09912,0.1344,0.1344,Miscellaneous Stores,Miscellaneous Stores,1267.6,Other
30000,300,Yes,Yes,0.884,0.884,0.884,0.884,2.8280000000000003,2.8280000000000003,Business Services,Other,252.80000000000004,Other
70000,60,No,Yes,0.1164,0.1164,0.24600000000000002,0.24600000000000002,0.48360000000000003,0.48360000000000003,Miscellaneous Stores,Miscellaneous Stores,372.40000000000003,Other
10000,300,No,No,1.8251999999999997,1.8251999999999997,1.8251999999999997,1.8251999999999997,1.8251999999999997,1.8251999999999997,Business Services,Other,168.99999999999997,None
50000,100,Yes,No,0.236,0.236,0.3440000000000001,0.3440000000000001,0.506,0.506,Retail Outlet Services,Other,329.50000000000006,None
5000,25,No,Yes,0.09200000000000001,0.09200000000000001,0.09200000000000001,0.09200000000000001,0.254,0.254,Miscellaneous Stores,Miscellaneous Stores,45.800000000000004,Other
600000,60,Yes,Yes,0.0956,0.0956,0.182,0.182,0.23600000000000002,0.23600000000000002,Professional Services and Membership Organizations,Other,2569.9999999999995,Other
4000,20,No,No,0.0776,0.0776,0.0776,0.0776,0.20720000000000002,0.20720000000000002,Miscellaneous Stores,Miscellaneous Stores,37.44,None
55000,8000,Yes,No,14.43,14.43,34.59,34.59,63.39000000000001,63.39000000000001,Retail Outlet Services,Other,324.70625,None
2000,15,No,No,0.09450000000000001,0.09450000000000001,0.09450000000000001,0.09450000000000001,0.09450000000000001,0.09450000000000001,Clothing Stores,Other,35.00000000000001,None
500,10,No,Yes,0.054,0.054,0.054,0.054,0.054,0.054,Business Services,Other,7.499999999999999,Other
40000,75,Yes,No,0.18230000000000002,0.18230000000000002,0.29300000000000004,0.29300000000000004,0.6440000000000001,0.6440000000000001,Business Services,Other,249.4666666666667,None
400000,50,No,No,0.09200000000000001,0.09200000000000001,0.164,0.164,0.209,0.209,Miscellaneous Stores,Miscellaneous Stores,1940.0,None
50000,40,No,No,0.24336,0.24336,0.24336,0.24336,0.24336,0.24336,Miscellaneous Stores,Miscellaneous Stores,844.9999999999999,None
100,20,No,No,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Retail Outlet Services,Other,1.69,None
500000,300,No,Yes,0.452,0.452,0.884,0.884,1.1540000000000001,1.1540000000000001,Miscellaneous Stores,Miscellaneous Stores,2258.3333333333335,Other
85000,100,No,Yes,0.54,0.54,0.54,0.54,0.54,0.54,Miscellaneous Stores,Miscellaneous Stores,1275.0,Other
2000,10,No,No,0.054,0.054,0.054,0.054,0.054,0.054,Miscellaneous Stores,Miscellaneous Stores,29.999999999999996,None
50000,300,Yes,No,0.668,0.668,0.9920000000000001,0.9920000000000001,1.4780000000000002,1.4780000000000002,Miscellaneous Stores,Miscellaneous Stores,322.83333333333337,None
324000,500,Yes,Yes,0.776,0.776,1.46,1.46,2.0,2.0,Retail Outlet Services,Other,1516.32,Other
70000,20,No,No,0.12168,0.12168,0.12168,0.12168,0.12168,0.12168,Miscellaneous Stores,Miscellaneous Stores,1183.0,None
250000,20,Yes,Yes,0.0524,0.0524,0.0776,0.0776,0.1028,0.1028,Miscellaneous Stores,Miscellaneous Stores,1480.0000000000002,Other
500000,10,Yes,Yes,0.06512,0.06512,0.07808000000000001,0.07808000000000001,0.08600000000000001,0.08600000000000001,Miscellaneous Stores,Miscellaneous Stores,4802.0,Other
60000,600,No,Yes,1.748,1.748,1.748,1.748,5.636,5.636,Clothing Stores,Other,503.6000000000001,Other
100000,10,Yes,Yes,0.04512,0.04512,0.06456,0.06456,0.0822,0.0822,Business Services,Other,783.8,Other
50000,30,Yes,Yes,0.18900000000000003,0.18900000000000003,0.18900000000000003,0.18900000000000003,0.18900000000000003,0.18900000000000003,Professional Services and Membership Organizations,Other,875.0000000000001,Other
400000,10,Yes,No,0.0344,0.0344,0.0488,0.0488,0.057800000000000004,0.057800000000000004,Miscellaneous Stores,Miscellaneous Stores,2580.0,None
