Is Registered,Accepts Card,MCC_Category_Agricultural Services,MCC_Category_Business Services,MCC_Category_Clothing Stores,MCC_Category_Contracted Services,MCC_Category_Miscellaneous Stores,MCC_Category_Professional Services and Membership Organizations,MCC_Category_Retail Outlet Services,MCC_Category_Transportation Services,MCC_Category_Travel,MCC_Category_Utility Services,Current Provider,Transaction_per_Unit_Turnover_RobustScaled,Average_Transaction_Amount_Scaled,Total_Annual_Transaction_Fees_Scaled,Current pay
0,0,False,False,False,False,False,False,False,True,False,False,1,0.2231284670731038,1.9428571428571428,1.5894504314432705,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1694918163343768,-0.0571428571428571,1.0232483870120548,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.0557466005386934,0.2514285714285714,-0.0256981010480296,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.0899379359586971,-0.1142857142857142,-0.0462326651823188,Neutral
0,1,False,False,False,False,False,True,False,False,False,False,0,0.4290932059098149,2.5142857142857142,-0.0084558562186484,Neutral
0,0,False,False,False,False,False,True,False,False,False,False,1,8.049788542868127,5.371428571428571,-0.2066492163402754,Non-Competitive
1,0,False,False,False,False,False,True,False,False,False,False,1,0.799829735815895,0.1142857142857142,-0.3718711243788062,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,49.24273631021036,0.8,-0.445010558711983,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.0583566760037348,0.4571428571428571,-0.073701365969529,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.0652221672982918,0.2285714285714285,-0.0010540230589429,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1789147031361564,-0.2514285714285714,0.5141056804995037,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1854306785102632,0.0,6.099385153215617,Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,1.5413027956280552,3.657142857142857,-0.1662573663291519,Non-Competitive
1,1,False,False,False,True,False,False,False,False,False,False,0,0.2255741219774456,2.8457142857142856,0.2986280247271632,Neutral
0,0,False,True,False,False,False,False,False,False,False,False,1,1.4589169000933708,4.228571428571429,-0.1281112939796373,Non-Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,0.2601180528233702,20.0,2.673467933180942,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1393694732795078,-0.1142857142857142,-0.0003764368067653,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1421156697973307,0.4342857142857143,1.1302538296394289,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.0281485143076838,0.4,-0.0011582670977395,Neutral
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1855055747789311,-0.2057142857142857,2.42298073752433,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.1682045367166474,-0.2857142857142857,-0.1249011488617893,Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1798134583601711,-0.1142857142857142,1.662084740107834,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1476080628329763,-0.1714285714285714,0.0657182793628005,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,1.4918712583072444,0.4342857142857143,-0.3559594226412634,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,-0.2285714285714285,-0.288842782675347,Neutral
0,1,False,False,False,False,False,True,False,False,False,False,0,1.4589169000933708,1.9428571428571428,-0.2092511242037193,Non-Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1393694732795078,-0.2285714285714285,-0.1809771015533124,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1785180909242504,-0.2057142857142857,0.832680289856341,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1743834788817487,-0.2628571428571428,0.0927110078376394,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,7.019964848684571,3.657142857142857,-0.2559653561413184,Non-Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,0.0995496237710771,-0.2628571428571428,-0.351095898006052,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1690283956719942,-0.16,0.5128995263899712,Competitive
1,0,False,False,False,False,False,True,False,False,False,False,1,0.2437249409567748,0.0571428571428571,-0.16141843723281,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1817393624116313,-0.2057142857142857,1.367785569144243,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,246.96888559345305,1.9428571428571428,-0.4499421726920872,Non-Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1650358484268518,-0.1714285714285714,0.2419218937397683,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1647717910693689,0.0571428571428571,1.2068609047239696,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1579062997748118,1.3714285714285714,3.375847153038584,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,3.765721975064536,45.371428571428574,0.6459348958865282,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.182004174218707,-0.2171428571428571,1.281332881644536,Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,-0.1294831658153457,-0.2057142857142857,0.27629877993621,Neutral
0,0,False,True,False,False,False,False,False,False,False,False,1,15.258554402153017,5.371428571428571,-0.3754135211821087,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1764431262701158,-0.0571428571428571,1.7127699620936891,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.0652221672982918,0.0,-0.1085480336283547,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0240292195309496,-0.2514285714285714,-0.3554042026689077,Neutral
1,0,False,False,False,True,False,False,False,False,False,False,1,24.526967649805023,22.51428571428572,-0.2586889299370367,Non-Competitive
0,0,False,False,False,True,False,False,False,False,False,False,1,12.16908331960235,5.371428571428571,-0.3559594226412634,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.799829735815895,-0.1142857142857142,-0.3710363490104185,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,1.0469874224199485,-0.2857142857142857,-0.4386393414398561,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,1.4589169000933708,-0.1142857142857142,-0.4039137755444472,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1743834788817487,0.4571428571428571,3.376430553662255,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0157906299774811,-0.1828571428571428,-0.16141843723281,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,1.0469874224199485,22.51428571428572,1.2782021689374463,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0652221672982918,-0.0571428571428571,-0.1422020677761337,Neutral
0,1,False,False,False,True,False,False,False,False,False,False,0,12.16908331960235,33.94285714285714,-0.0802923600836914,Non-Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,-0.106415115065634,-0.1142857142857142,-0.046037929655925,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1804227839357743,-0.1142857142857142,1.815925805958985,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,16.288378096336576,8.8,-0.2559653561413184,Non-Competitive
1,1,False,True,False,False,False,False,False,False,False,False,0,0.799829735815895,1.9428571428571428,-0.0465985967758721,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,0.8410226835832373,0.2285714285714285,-0.3556091243612975,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1711468901286004,0.2285714285714285,2.2373750195756865,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1579062997748118,-0.2285714285714285,0.0083644842086218,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,-0.2857142857142857,-0.3681182342292917,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,5.990141154501016,-0.0571428571428571,-0.4450915967048647,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,123.39004229142635,113.94285714285714,-0.1244556500052039,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.799829735815895,0.1142857142857142,-0.2830065531130934,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1826220684352172,-0.2285714285714285,1.2816476843300153,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,2.035618168836162,9.942857142857145,-0.0014806514399437,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1700170264184105,-0.1257142857142857,0.7444565418220372,Competitive
0,1,False,False,True,False,False,False,False,False,False,False,0,0.1201460976547482,0.8,-0.0973466282642761,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,-0.2285714285714285,-0.0071750606238344,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,24.526967649805023,-0.2285714285714285,-0.4515860440187886,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.0089251386829241,-0.1142857142857142,-0.0422620836701323,Neutral
0,0,False,False,True,False,False,False,False,False,False,False,1,-0.0652221672982918,0.2285714285714285,-0.0010540230589429,Neutral
1,1,False,False,False,False,False,True,False,False,False,False,0,9.697506453561816,22.51428571428572,-0.1424475833632439,Non-Competitive
1,1,False,True,False,False,False,False,False,False,False,False,0,-0.0176918429513585,1.7142857142857142,0.7443467848697694,Neutral
0,1,False,False,True,False,False,False,False,False,False,False,0,16.288378096336576,22.51428571428572,-0.2092730800993325,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1503542593507991,-0.2628571428571428,-0.2076799361683235,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1723238314933816,0.0,1.6223769795761145,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1176195968583511,0.0685714285714285,0.2061437880523518,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,1.0469874224199485,-0.1142857142857142,-0.3874750622774328,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.4290932059098149,-0.2857142857142857,-0.4203524888114615,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.166831438457736,0.5714285714285714,2.4189128855194397,Competitive
0,0,False,False,False,False,False,False,False,False,False,True,1,-0.1654583401988246,0.6285714285714286,2.6465371675988325,Competitive
1,0,False,False,False,False,False,False,False,True,False,False,1,2.282775855440216,0.8,-0.3718955198183765,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0297391330828584,0.4,0.0033624493847379,Neutral
0,0,False,False,False,False,False,True,False,False,False,False,1,12.16908331960235,56.8,-0.0015012299853802,Non-Competitive
0,1,False,False,False,False,False,False,False,False,True,False,0,-0.172855353400057,-0.32,0.0744625075749396,Competitive
1,0,False,False,False,False,False,False,False,True,False,False,1,1.294145109024002,-0.2742857142857143,-0.4450709961114499,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,0.6350579447465261,-0.1142857142857142,-0.4043902453259095,Neutral
1,0,False,False,True,False,False,False,False,False,False,False,1,8.873647498214972,0.2857142857142857,-0.4285718454449686,Non-Competitive
0,0,True,False,False,False,False,False,False,False,False,False,1,0.0089251386829241,1.9428571428571428,0.6982541648793213,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1393694732795078,0.3428571428571428,0.9012266781834924,Neutral
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.0034327456472784,1.3714285714285714,0.4505195703367796,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,2.282775855440216,-0.2857142857142857,-0.4447187472338703,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1393694732795078,-0.1142857142857142,0.1231872427803409,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.0899379359586971,-0.1142857142857142,-0.1421399119312958,Neutral
0,0,False,False,False,True,False,False,False,False,False,False,1,1.2529521612566596,79.65714285714286,4.787741666802149,Non-Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1809369023901895,-0.2628571428571428,0.6112183170898559,Competitive
1,0,False,False,False,False,False,True,False,False,False,False,1,61.60062064041303,56.8,-0.16141843723281,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1690283956719942,-0.1142857142857142,0.647575387063608,Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,2.6535123853462954,-0.08,-0.4369521466815346,Non-Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.1154775635744493,0.6742857142857143,0.901079613941939,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,-0.1142857142857142,0.4893711559917162,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,2.282775855440216,3.085714285714286,-0.2092592560169094,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.0230484350602986,0.3428571428571428,-0.1248751776402372,Neutral
1,0,False,True,False,False,False,False,False,False,False,False,1,7.225929587521282,3.085714285714286,-0.288842782675347,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,0.3055143626077882,0.8,-0.1423885353106478,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,1.0469874224199485,-0.0571428571428571,-0.4125383221423631,Non-Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.1640852419399132,0.3428571428571428,1.8528491986370448,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,1.0469874224199485,-0.1142857142857142,-0.4206701353324364,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,35.76140794998926,91.08571428571427,-0.1375859828599664,Non-Competitive
1,0,False,False,True,False,False,False,False,False,False,False,1,1.6648816389300818,-0.1714285714285714,-0.4191852428990107,Non-Competitive
1,1,False,True,False,False,False,False,False,False,False,False,0,4.754352721480749,-0.2285714285714285,-0.4459346283926731,Non-Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,0.2746196517822815,0.5142857142857142,-0.2363667784953097,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1579062997748118,0.2285714285714285,1.278877420697799,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0089251386829241,0.1142857142857142,0.3687057480052252,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,49.24273631021036,-0.1142857142857142,-0.4515860440187886,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.0405063986378865,3.085714285714286,1.7111828318877311,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,0.1019727383456265,0.8,0.7869688666334,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,1.0469874224199485,-0.2285714285714285,-0.4240487675342221,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,1.294145109024002,3.085714285714286,-0.1424299725405398,Non-Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,0.192615172430628,5.371428571428571,1.0091542567999368,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1181845287134461,-0.1142857142857142,0.6974800133455116,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1690283956719942,-0.1142857142857142,0.7443935719767603,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1838578568682374,-0.2285714285714285,1.797132660416065,Competitive
1,1,False,False,True,False,False,False,False,False,False,False,0,2.282775855440216,6.514285714285714,0.0346951396852911,Non-Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.1640852419399132,-0.2285714285714285,0.0187765122886675,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.0405063986378865,0.0,0.3978868958164934,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1826220684352172,-0.2285714285714285,1.2816476843300153,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1764431262701158,-0.0457142857142857,1.5462428785840527,Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,0.8986928104575165,0.9142857142857144,-0.2100536835849234,Non-Competitive
1,0,False,False,False,False,False,True,False,False,False,False,1,5.990141154501016,-0.2857142857142857,-0.4498254481008422,Non-Competitive
1,0,False,False,False,False,False,True,False,False,False,False,1,2.1591970121381885,0.7428571428571429,-0.3718946638380406,Non-Competitive
1,0,False,False,False,False,False,False,False,True,False,False,1,0.1819355193057615,-0.2057142857142857,-0.3880669856490357,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.3055143626077882,0.8,-0.1423885353106478,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,0.071364975298685,0.1142857142857142,-0.2470898370816517,Neutral
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1640852419399132,-0.3085714285714285,-0.01551269817647,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1517273576097105,-0.1714285714285714,1.1906414113559405,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,24.526967649805023,22.51428571428572,-0.1244556500052039,Non-Competitive
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1764431262701158,-0.2285714285714285,0.5136232188556907,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.0583566760037348,0.8,-0.0083758064939726,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,-0.1714285714285714,-0.3310900812305883,Neutral
0,1,False,False,False,False,False,True,False,False,False,False,0,1.0469874224199485,5.371428571428571,1.249003706978477,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1455484154446092,-0.2628571428571428,-0.2349632671880087,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,-0.2857142857142857,-0.1412075742587257,Competitive
1,1,False,False,False,False,False,False,False,True,False,False,0,-0.1507767511227718,-0.2285714285714285,-0.0790784788062186,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,2.282775855440216,-0.2285714285714285,-0.4367912020784758,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,5.990141154501016,5.371428571428571,-0.3448597505400944,Non-Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,0.0995496237710771,0.4571428571428571,-0.1087447979393107,Neutral
1,1,True,False,False,False,False,False,False,False,False,False,0,8.049788542868127,0.8,-0.4039137755444472,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1723238314933816,0.0,7.20682138511236,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.4043774372494095,-0.2057142857142857,-0.3802770458173201,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.0775800516284945,0.1714285714285714,-0.0082127422400031,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,3.518564288460482,-0.1714285714285714,-0.44508725973783,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1803270327738938,-0.2057142857142857,1.129075674173679,Competitive
1,1,False,False,False,False,False,False,False,True,False,False,0,0.4043774372494095,-0.2057142857142857,-0.4125030842852061,Neutral
1,0,False,False,False,True,False,False,False,False,False,False,1,0.799829735815895,1.0285714285714285,-0.290623197456182,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,0.0,-0.290420023714546,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,1.3930081836656232,13.371428571428572,0.3711581195084727,Non-Competitive
1,1,False,False,False,False,False,False,True,False,False,False,0,12.16908331960235,5.371428571428571,-0.3559594226412634,Non-Competitive
0,0,False,False,False,False,False,True,False,False,False,False,1,-0.1270115889493052,-0.2857142857142857,-0.1244556500052039,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1676160660342568,0.0,1.104849031331798,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.0343274564727851,1.0857142857142856,0.450579800225862,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,0.9234085791179216,1.7142857142857142,-0.1279212463506001,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.3055143626077882,0.8,-0.1821961440031281,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1146537046191025,-0.1714285714285714,-0.1137902647151611,Neutral
0,0,False,False,False,False,False,False,True,False,False,False,1,-0.1393694732795078,-0.2742857142857143,-0.01551269817647,Neutral
1,1,False,False,False,False,False,False,False,True,False,False,0,5.990141154501016,28.228571428571428,0.1226160081940664,Non-Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,1.0469874224199485,-0.2857142857142857,-0.4362075791222504,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,-0.1714285714285714,0.226614957672745,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,0.799829735815895,5.371428571428571,0.2058040330291685,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.1077882133245455,0.0,-0.0276715097644983,Neutral
0,0,False,False,False,False,False,True,False,False,False,False,1,-0.1270115889493052,0.2285714285714285,0.4367451347731311,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,0.0171637282363926,0.2285714285714285,0.0348740395754727,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1602828159921585,0.0,0.6910360377448419,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.5526720492118417,1.3714285714285714,-0.0465850437538887,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1424589443620585,-0.1714285714285714,-0.0183478088038225,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1424589443620585,-0.1714285714285714,0.1981825332673192,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,0.1510408084802548,0.2857142857142857,-0.1278391068234277,Neutral
1,0,False,True,False,False,False,False,False,False,False,False,1,12.16908331960235,-0.0571428571428571,-0.4447187472338703,Non-Competitive
0,0,False,False,False,True,False,False,False,False,False,False,1,2.900670071950349,28.228571428571428,0.4879706663320557,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.337066407706178,0.6857142857142857,0.242127655849215,Neutral
0,0,False,True,False,False,False,False,False,False,False,False,1,0.3364090734332949,9.371428571428572,3.476497989905268,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1813862800021969,-0.1714285714285714,1.749479846040264,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1801186562699653,0.0,3.377641041403832,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1764431262701158,-0.1714285714285714,0.9025806834419356,Competitive
0,1,False,False,False,True,False,False,False,False,False,False,0,61.60062064041303,113.94285714285714,-0.1279567371975008,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.0549239303564563,0.4,0.0892560625518106,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1828692261218212,0.0,3.5375190123283864,Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,1.9738287471851488,0.0571428571428571,-0.3874750622774328,Non-Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,0.3055143626077882,0.8,-0.1821961440031281,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1836518921294007,-0.2857142857142857,0.826501151196281,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,4.754352721480749,0.1142857142857142,-0.4191852428990107,Non-Competitive
1,1,False,False,False,False,False,True,False,False,False,False,0,-0.0744905805459438,0.08,0.0076921505630502,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,246.96888559345305,1.9428571428571428,-0.4499421726920872,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1613390454220903,-0.1142857142857142,0.3619063460242145,Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1733536551875651,-0.2285714285714285,0.4044623811232991,Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1723238314933816,0.0,1.4959102621342508,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.0377602021200637,1.542857142857143,0.3601199822684734,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,1.6648816389300818,-0.1714285714285714,-0.4191852428990107,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,1.7884604822321086,-0.2057142857142857,-0.4313440544870391,Non-Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1393694732795078,-0.2285714285714285,-0.1135642729371116,Neutral
0,0,False,True,False,False,False,False,False,False,False,False,1,0.0465872623559227,4.228571428571429,1.364846492571939,Neutral
1,0,False,False,False,False,False,False,False,True,False,False,1,5.990141154501016,-0.0571428571428571,-0.4367912020784758,Non-Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.0858186411819629,-0.2857142857142857,-0.3552578300314863,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1146537046191025,0.0,0.3604935245411832,Neutral
0,1,False,False,True,False,False,False,False,False,False,False,0,-0.1640852419399132,0.8,15.98548335166882,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,0.1819355193057615,4.8,0.9008355211088314,Neutral
1,0,False,False,False,False,False,False,False,True,False,False,1,-0.1438632493995815,-0.2285714285714285,-0.0795977086962738,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1517273576097105,-0.1714285714285714,-0.0076197813164781,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1733536551875651,-0.1142857142857142,0.99248663260254,Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,2.282775855440216,1.3714285714285714,-0.3370734615942049,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.106415115065634,0.0,-0.0292712008334135,Neutral
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.0899379359586971,-0.2057142857142857,-0.2806307213287927,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,0.1429542734319678,1.9428571428571428,0.2200073624035928,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1850936453012577,-0.1714285714285714,2.7414962082340764,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.1482321984052088,0.0,-0.274210758570422,Neutral
0,0,False,False,False,False,False,False,True,False,False,False,1,123.39004229142635,113.94285714285714,-0.1804826355634538,Non-Competitive
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1750700280112044,-0.2857142857142857,0.0671002985231422,Competitive
1,1,False,True,False,False,False,False,False,False,False,False,0,-0.1270115889493052,-0.1142857142857142,0.0499666848562487,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1739715494040753,-0.1714285714285714,0.7447923809968477,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0899379359586971,-0.1142857142857142,-0.1139032606041859,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,-0.1142857142857142,-0.2904310152802216,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1802783317519029,-0.1142857142857142,1.7774655394961971,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.186329433734278,-0.3314285714285714,0.0314825676686499,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.1914415841751482,5.371428571428571,1.04347490567194,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1704930338148331,-0.2285714285714285,0.1816079979689921,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1373098258911407,-0.1714285714285714,-0.0380713595788576,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1579062997748118,0.2285714285714285,1.278877420697799,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1665845893325384,-0.16,0.5730488755044691,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.106415115065634,1.9428571428571428,1.8523112928123917,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,7.720244960729389,45.371428571428574,0.205780967763586,Non-Competitive
