Annual Card Turnover,Average Transaction Amount,Is Registered,Accepts Card,Mastercard Debit,MCC Category,Total Annual Transaction Fees,Current Provider Grouped,MCC_Category_Agricultural Services,MCC_Category_Business Services,MCC_Category_Clothing Stores,MCC_Category_Contracted Services,MCC_Category_Miscellaneous Stores,MCC_Category_Professional Services and Membership Organizations,MCC_Category_Retail Outlet Services,MCC_Category_Transportation Services,MCC_Category_Travel,MCC_Category_Utility Services
120000,500,Yes,Yes, 0.4% + 2.5p,Business Services,557.335728,Other,False,True,False,False,False,False,False,False,False,False
240000,80,Yes,No, 0.39% + 3p,Miscellaneous Stores,1097.6914800000002,,False,False,False,False,True,False,False,False,False,False
3000,96,Yes,No, 1.75% + 0p,Contracted Services,52.500000000000014,,False,False,False,True,False,False,False,False,False,False
50000,45,No,Yes, 0.8% + 2p,Miscellaneous Stores,418.1857777777778,Other,False,False,False,False,True,False,False,False,False,False
120000,200,Yes,No, 1.75% + 0p,Transportation Services,2100.0,,False,False,False,False,False,False,False,True,False,False
320000,25,No,No, 0.43% + 2.5p,Miscellaneous Stores,1517.90976,,False,False,False,False,True,False,False,False,False,False
52555,52,No,Yes, 0.8% + 2p,Miscellaneous Stores,439.5287845384616,Other,False,False,False,False,True,False,False,False,False,False
50000,20,Yes,No, 0.8% + 2p,Miscellaneous Stores,418.41800000000006,,False,False,False,False,True,False,False,False,False,False
100000,250,Yes,Yes, 0.39% + 3p,Professional Services and Membership Organizations,457.25486400000005,Other,False,False,False,False,False,True,False,False,False,False
15000,500,Yes,No, 1.69% + 0p,Professional Services and Membership Organizations,253.5,,False,False,False,False,False,True,False,False,False,False
10000,40,No,No, 0.8% + 2p,Professional Services and Membership Organizations,83.6418,,False,False,False,False,False,True,False,False,False,False
500,100,Yes,No, 1.69% + 0p,Miscellaneous Stores,8.45,,False,False,False,False,True,False,False,False,False,False
70000,70,No,Yes, 0.49% + 2.5p,Miscellaneous Stores,390.1785,Other,False,False,False,False,True,False,False,False,False,False
100000,50,No,Yes, 0.4% + 2.5p,Miscellaneous Stores,464.8644,Other,False,False,False,False,True,False,False,False,False,False
200000,8,No,Yes, 0.45% + 2p,Miscellaneous Stores,994.4800000000002,Other,False,False,False,False,True,False,False,False,False,False
2200000,30,Yes,Yes, 0.27% + 2p,Retail Outlet Services,6736.488000000001,Other,False,False,False,False,False,False,True,False,False,False
50000,350,Yes,No, 0.5% + 3p,Business Services,295.0252857142857,,False,True,False,False,False,False,False,False,False,False
166412,279,No,Yes, 0.4% + 2.5p,Contracted Services,772.9558257290322,Other,False,False,False,True,False,False,False,False,False,False
60000,400,Yes,No, 0.49% + 2.5p,Business Services,334.241775,,False,True,False,False,False,False,False,False,False,False
980000,1780,No,No, 0.28% + 2p,Business Services,3214.4361168539326,,False,True,False,False,False,False,False,False,False,False
100000,20,Yes,No, 0.4% + 2.5p,Miscellaneous Stores,465.561,,False,False,False,False,True,False,False,False,False,False
360000,68,Yes,Yes, 0.4% + 3p,Miscellaneous Stores,1627.9178823529412,Other,False,False,False,False,True,False,False,False,False,False
100000,65,Yes,Yes, 0.4% + 2.5p,Miscellaneous Stores,464.7572307692308,Other,False,False,False,False,True,False,False,False,False,False
900000,12,No,Yes, 0.28% + 2p,Retail Outlet Services,2956.9200000000005,Other,False,False,False,False,False,False,True,False,False,False
60000,5,Yes,Yes, 0.49% + 2.5p,Business Services,337.542,Other,False,True,False,False,False,False,False,False,False,False
550000,20,No,No, 0.35% + 2p,Retail Outlet Services,2174.6725,,False,False,False,False,False,False,True,False,False,False
90000,15,Yes,Yes, 0.55% + 2p,Miscellaneous Stores,533.5104000000001,Other,False,False,False,False,True,False,False,False,False,False
10000,68,Yes,Yes, 1% + 0p,Miscellaneous Stores,100.0,Other,False,False,False,False,True,False,False,False,False,False
10000,10,No,No, 1.69% + 0p,Miscellaneous Stores,168.99999999999997,,False,False,False,False,True,False,False,False,False,False
30000,200,Yes,Yes, 0.8% + 2p,Professional Services and Membership Organizations,250.82508000000004,Other,False,False,False,False,False,True,False,False,False,False
50000,10,No,No, 0.49% + 2.5p,Retail Outlet Services,279.8925,,False,False,False,False,False,False,True,False,False,False
288429,12,Yes,Yes, 0.39% + 3p,Miscellaneous Stores,1321.99413147,Other,False,False,False,False,True,False,False,False,False,False
120000,7,No,Yes, 0.4% + 2.5p,Miscellaneous Stores,561.2605714285714,Other,False,False,False,False,True,False,False,False,False,False
12000,350,No,No, 1.69% + 0p,Miscellaneous Stores,202.8,,False,False,False,False,True,False,False,False,False,False
6000,7,Yes,No, 1.75% + 0p,Business Services,105.00000000000004,,False,True,False,False,False,False,False,False,False,False
200000,16,No,Yes, 0.45% + 2p,Miscellaneous Stores,993.2400000000002,Other,False,False,False,False,True,False,False,False,False,False
20000,35,No,No, 1.5% + 0p,Professional Services and Membership Organizations,300.0,,False,False,False,False,False,True,False,False,False,False
420000,12,No,Yes, 0.4% + 2p,Miscellaneous Stores,1872.115,Other,False,False,False,False,True,False,False,False,False,False
200,200,Yes,Yes, 1.69% + 0p,Miscellaneous Stores,3.38,Other,False,False,False,False,True,False,False,False,False,False
156000,15,Yes,Yes, 0.39% + 3p,Retail Outlet Services,714.658464,Other,False,False,False,False,False,False,True,False,False,False
360000,35,Yes,Yes, 0.43% + 2.5p,Miscellaneous Stores,1706.674628571429,Other,False,False,False,False,True,False,False,False,False,False
1200000,150,Yes,Yes, 0.28% + 2p,Retail Outlet Services,3936.5248,Other,False,False,False,False,False,False,True,False,False,False
250000,4000,Yes,Yes, 0.4% + 3p,Retail Outlet Services,1130.008475,Other,False,False,False,False,False,False,True,False,False,False
400000,11,Yes,Yes, 0.4% + 2p,Miscellaneous Stores,1783.2363636363636,Other,False,False,False,False,True,False,False,False,False,False
50000,12,Yes,No, 1.5% + 0p,Business Services,750.0,,False,True,False,False,False,False,False,False,False,False
8000,500,Yes,No, 1% + 0p,Business Services,80.0,,False,True,False,False,False,False,False,False,False,False
500000,25,Yes,Yes, 0.4% + 2p,Miscellaneous Stores,2226.78,Other,False,False,False,False,True,False,False,False,False,False
60000,30,Yes,Yes, 0.5% + 3p,Retail Outlet Services,354.354,Other,False,False,False,False,False,False,True,False,False,False
12000,8,No,No, 0.8% + 2p,Miscellaneous Stores,100.57080000000002,,False,False,False,False,True,False,False,False,False,False
20000,2000,No,No, 1% + 0p,Contracted Services,200.0,,False,False,False,True,False,False,False,False,False,False
10000,500,Yes,No, 1% + 0p,Contracted Services,100.0,,False,False,False,True,False,False,False,False,False,False
5000,20,No,No, 1.69% + 0p,Miscellaneous Stores,84.49999999999999,,False,False,False,False,True,False,False,False,False,False
1000,5,No,No, 1.5% + 0p,Retail Outlet Services,14.999999999999998,,False,False,False,False,False,False,True,False,False,False
3000,20,No,No, 1.69% + 0p,Miscellaneous Stores,50.7,,False,False,False,False,True,False,False,False,False,False
1200000,70,Yes,Yes, 0.28% + 2p,Miscellaneous Stores,3937.124571428572,Other,False,False,False,False,True,False,False,False,False,False
20000,14,No,No, 1.5% + 0p,Miscellaneous Stores,300.0,,False,False,False,False,True,False,False,False,False,False
400000,2000,Yes,Yes, 0.4% + 2p,Retail Outlet Services,1780.0178,Other,False,False,False,False,False,False,True,False,False,False
50000,25,No,No, 0.6% + 2p,Miscellaneous Stores,319.7556000000001,,False,False,False,False,True,False,False,False,False,False
60000,3000,Yes,Yes, 0.6% + 2p,Contracted Services,383.40255600000006,Other,False,False,False,True,False,False,False,False,False,False
60000,20,No,No, 0.65% + 2p,Business Services,418.6182,,False,True,False,False,False,False,False,False,False,False
590000,20,No,No, 0.35% + 2p,Retail Outlet Services,2332.8305,,False,False,False,False,False,False,True,False,False,False
12000,800,No,Yes, 1.69% + 0p,Miscellaneous Stores,202.8,Other,False,False,False,False,True,False,False,False,False,False
50000,200,No,Yes, 0.8% + 2p,Business Services,418.0418000000001,Other,False,True,False,False,False,False,False,False,False,False
12000,50,No,No, 0.8% + 2p,Retail Outlet Services,100.36012800000002,,False,False,False,False,False,False,True,False,False,False
700000,50,Yes,Yes, 0.35% + 2p,Miscellaneous Stores,2766.106,Other,False,False,False,False,True,False,False,False,False,False
80000,10,Yes,Yes, 0.55% + 2p,Miscellaneous Stores,474.5472,Other,False,False,False,False,True,False,False,False,False,False
5000,5,No,No, 1.75% + 0p,Miscellaneous Stores,87.50000000000001,,False,False,False,False,True,False,False,False,False,False
1000,25,No,No, 0.8% + 2p,Miscellaneous Stores,8.366688,,False,False,False,False,True,False,False,False,False,False
20000,10000,Yes,Yes, 1.69% + 0p,Miscellaneous Stores,337.99999999999994,Other,False,False,False,False,True,False,False,False,False,False
10000,40,No,No, 1.75% + 0p,Miscellaneous Stores,175.00000000000003,,False,False,False,False,True,False,False,False,False,False
400000,10,No,No, 0.4% + 2p,Miscellaneous Stores,1783.56,,False,False,False,False,True,False,False,False,False,False
100000,900,Yes,Yes, 0.4% + 2.5p,Professional Services and Membership Organizations,464.4258,Other,False,False,False,False,False,True,False,False,False,False
250000,19,No,Yes, 0.45% + 2p,Miscellaneous Stores,1231.2947368421055,Other,False,False,False,False,True,False,False,False,False,False
80000,100,Yes,Yes, 0.39% + 3p,Clothing Stores,365.869728,Other,False,False,True,False,False,False,False,False,False,False
100000,10,Yes,Yes, 0.39% + 3p,Miscellaneous Stores,458.5716000000001,Other,False,False,False,False,True,False,False,False,False,False
100,10,No,No, 1.69% + 0p,Miscellaneous Stores,1.69,,False,False,False,False,True,False,False,False,False,False
25000,20,Yes,Yes, 1.69% + 0p,Miscellaneous Stores,422.5,Other,False,False,False,False,True,False,False,False,False,False
100000,50,Yes,No, 0.4% + 2.5p,Clothing Stores,464.8644,,False,False,True,False,False,False,False,False,False,False
50000,2000,No,Yes, 0.6% + 2p,Professional Services and Membership Organizations,319.50319500000006,Other,False,False,False,False,False,True,False,False,False,False
260000,180,No,Yes, 0.43% + 2.5p,Business Services,1231.1819,Other,False,True,False,False,False,False,False,False,False,False
30000,2000,Yes,Yes, 0.8% + 2p,Clothing Stores,250.80250800000005,Other,False,False,True,False,False,False,False,False,False,False
45000,7,No,Yes, 0.49% + 2.5p,Miscellaneous Stores,252.44035714285712,Other,False,False,False,False,True,False,False,False,False,False
450000,30,Yes,Yes, 0.43% + 2.5p,Retail Outlet Services,2133.8505,Other,False,False,False,False,False,False,True,False,False,False
125000,36,No,Yes, 0.5% + 2p,Miscellaneous Stores,677.8763888888889,Other,False,False,False,False,True,False,False,False,False,False
4000,20,Yes,Yes, 1.69% + 0p,Miscellaneous Stores,67.6,Other,False,False,False,False,True,False,False,False,False,False
2000,5,No,No, 1.69% + 0p,Miscellaneous Stores,33.8,,False,False,False,False,True,False,False,False,False,False
900000,80,Yes,Yes, 0.28% + 2p,Miscellaneous Stores,2952.7380000000003,Other,False,False,False,False,True,False,False,False,False,False
900000,85,Yes,No, 0.3% + 2p,Utility Services,3186.7496470588235,,False,False,False,False,False,False,False,False,False,True
10000,100,No,No, 0.8% + 2p,Transportation Services,83.61672000000002,,False,False,False,False,False,False,False,True,False,False
101000,65,No,No, 0.4% + 2.5p,Miscellaneous Stores,469.4048030769231,,False,False,False,False,True,False,False,False,False,False
100000,5000,Yes,No, 0.4% + 2.5p,Professional Services and Membership Organizations,464.404644,,False,False,False,False,False,True,False,False,False,False
31000,2,Yes,Yes, 1.75% + 0p,Travel,542.5,Other,False,False,False,False,False,False,False,False,True,False
1000,6,No,No, 0.8% + 2p,Transportation Services,8.387866666666666,,False,False,False,False,False,False,False,True,False,False
6000,20,Yes,No, 0.8% + 2p,Miscellaneous Stores,50.21016000000001,,False,False,False,False,True,False,False,False,False,False
1500,55,No,No, 1.69% + 0p,Clothing Stores,25.35,,False,False,True,False,False,False,False,False,False,False
250000,200,Yes,No, 0.43% + 2.5p,Agricultural Services,1183.795875,,True,False,False,False,False,False,False,False,False,False
300000,60,No,Yes, 0.42% + 2p,Miscellaneous Stores,1392.4639999999995,Other,False,False,False,False,True,False,False,False,False,False
200000,150,Yes,Yes, 0.4% + 2.5p,Professional Services and Membership Organizations,929.1096,Other,False,False,False,False,False,True,False,False,False,False
500,5,No,No, 1.75% + 0p,Miscellaneous Stores,8.750000000000002,,False,False,False,False,True,False,False,False,False,False
100000,20,Yes,Yes, 0.55% + 2p,Miscellaneous Stores,592.5920000000001,Other,False,False,False,False,True,False,False,False,False,False
50000,20,Yes,Yes, 0.6% + 2p,Miscellaneous Stores,319.81950000000006,Other,False,False,False,False,True,False,False,False,False,False
1200000,7000,Yes,No, 0.41% + 2.5p,Contracted Services,5388.038485714285,,False,False,False,True,False,False,False,False,False,False
220000,7,Yes,Yes, 0.45% + 2p,Retail Outlet Services,1094.3177142857144,Other,False,False,False,False,False,False,True,False,False,False
20000,5000,No,No, 1.5% + 0p,Professional Services and Membership Organizations,300.0,,False,False,False,False,False,True,False,False,False,False
250000,20,Yes,No, 0.4% + 3p,Miscellaneous Stores,1131.695,,False,False,False,False,True,False,False,False,False,False
2000,23,No,No, 0.8% + 2p,Business Services,16.734539130434783,,False,True,False,False,False,False,False,False,False,False
300000,89,Yes,Yes, 0.42% + 2p,Professional Services and Membership Organizations,1392.312808988764,Other,False,False,False,False,False,True,False,False,False,False
200000,20,Yes,Yes, 0.42% + 3p,Miscellaneous Stores,969.0513999999998,Other,False,False,False,False,True,False,False,False,False,False
30000,300,Yes,Yes, 0.8% + 2p,Business Services,250.81672000000003,Other,False,True,False,False,False,False,False,False,False,False
70000,60,No,Yes, 0.4% + 3p,Miscellaneous Stores,337.56870000000004,Other,False,False,False,False,True,False,False,False,False,False
10000,300,No,No, 1.69% + 0p,Business Services,168.99999999999997,,False,True,False,False,False,False,False,False,False,False
50000,100,Yes,No, 0.6% + 2p,Retail Outlet Services,319.56390000000005,,False,False,False,False,False,False,True,False,False,False
5000,25,No,Yes, 0.8% + 2p,Miscellaneous Stores,41.83344,Other,False,False,False,False,True,False,False,False,False,False
600000,60,Yes,Yes, 0.35% + 2p,Professional Services and Membership Organizations,2370.7899999999995,Other,False,False,False,False,False,True,False,False,False,False
4000,20,No,No, 0.8% + 2p,Miscellaneous Stores,33.47344,,False,False,False,False,True,False,False,False,False,False
55000,8000,Yes,No, 0.5% + 3p,Retail Outlet Services,324.501216875,,False,False,False,False,False,False,True,False,False,False
2000,15,No,No, 1.75% + 0p,Clothing Stores,35.00000000000001,,False,False,True,False,False,False,False,False,False,False
500,10,No,Yes, 1.5% + 0p,Business Services,7.499999999999999,Other,False,True,False,False,False,False,False,False,False,False
40000,75,Yes,No, 0.49% + 2.5p,Business Services,222.94853333333336,,False,True,False,False,False,False,False,False,False,False
400000,50,No,No, 0.4% + 2p,Miscellaneous Stores,1780.712,,False,False,False,False,True,False,False,False,False,False
50000,40,No,No, 1.69% + 0p,Miscellaneous Stores,844.9999999999999,,False,False,False,False,True,False,False,False,False,False
100,20,No,No, 1.69% + 0p,Retail Outlet Services,1.69,,False,False,False,False,False,False,True,False,False,False
500000,300,No,Yes, 0.4% + 2p,Miscellaneous Stores,2225.148333333333,Other,False,False,False,False,True,False,False,False,False,False
85000,100,No,Yes, 1.5% + 0p,Miscellaneous Stores,1275.0,Other,False,False,False,False,True,False,False,False,False,False
2000,10,No,No, 1.5% + 0p,Miscellaneous Stores,30.0,,False,False,False,False,True,False,False,False,False,False
50000,300,Yes,No, 0.6% + 2p,Miscellaneous Stores,319.52130000000005,,False,False,False,False,True,False,False,False,False,False
324000,500,Yes,Yes, 0.42% + 2p,Retail Outlet Services,1503.4201343999998,Other,False,False,False,False,False,False,True,False,False,False
70000,20,No,No, 1.69% + 0p,Miscellaneous Stores,1183.0,,False,False,False,False,True,False,False,False,False,False
250000,20,Yes,Yes, 0.45% + 2p,Miscellaneous Stores,1231.2300000000002,Other,False,False,False,False,True,False,False,False,False,False
500000,10,Yes,Yes, 0.42% + 2.5p,Miscellaneous Stores,2313.51,Other,False,False,False,False,True,False,False,False,False,False
60000,600,No,Yes, 0.8% + 2p,Clothing Stores,501.6167200000001,Other,False,False,True,False,False,False,False,False,False,False
100000,10,Yes,Yes, 0.42% + 3p,Business Services,485.2513999999999,Other,False,True,False,False,False,False,False,False,False,False
50000,30,Yes,Yes, 1.75% + 0p,Professional Services and Membership Organizations,875.0000000000001,Other,False,False,False,False,False,True,False,False,False,False
400000,10,Yes,No, 0.4% + 2p,Miscellaneous Stores,1783.56,,False,False,False,False,True,False,False,False,False,False
520000,26,Yes,Yes, 0.35% + 2p,Retail Outlet Services,2055.58,Other,False,False,False,False,False,False,True,False,False,False
25000,110,Yes,No, 1% + 0p,Business Services,250.0,,False,True,False,False,False,False,False,False,False,False
200,5,No,No, 1.75% + 0p,Professional Services and Membership Organizations,3.5000000000000004,,False,False,False,False,False,True,False,False,False,False
10000,95,No,No, 0.8% + 2p,Professional Services and Membership Organizations,83.61760000000001,,False,False,False,False,False,True,False,False,False,False
8000,12,No,No, 0.8% + 2p,Transportation Services,66.99146666666667,,False,False,False,False,False,False,False,True,False,False
50000,100,No,No, 0.6% + 2p,Miscellaneous Stores,319.56390000000005,,False,False,False,False,True,False,False,False,False,False
38000,40,Yes,Yes, 0.49% + 2.5p,Miscellaneous Stores,211.924575,Other,False,False,False,False,True,False,False,False,False,False
30000,3,No,Yes, 1.5% + 0p,Retail Outlet Services,450.0,Other,False,False,False,False,False,False,True,False,False,False
100000,15,No,No, 1.69% + 0p,Miscellaneous Stores,1689.9999999999998,,False,False,False,False,True,False,False,False,False,False
20000,2000,Yes,No, 1.69% + 0p,Miscellaneous Stores,337.99999999999994,,False,False,False,False,True,False,False,False,False,False
200000,10,No,Yes, 0.45% + 2p,Retail Outlet Services,993.9840000000004,Other,False,False,False,False,False,False,True,False,False,False
100000,100,Yes,Yes, 0.39% + 3p,Miscellaneous Stores,457.33716,Other,False,False,False,False,True,False,False,False,False,False
15000,15,No,No, 0.8% + 2p,Miscellaneous Stores,125.5672,,False,False,False,False,True,False,False,False,False,False
100000,500,Yes,Yes, 1.75% + 0p,Professional Services and Membership Organizations,1750.0000000000002,Other,False,False,False,False,False,True,False,False,False,False
40000,7,No,Yes, 0.49% + 2.5p,Miscellaneous Stores,224.39142857142852,Other,False,False,False,False,True,False,False,False,False,False
50000,5,Yes,Yes, 0.6% + 2p,Miscellaneous Stores,320.7780000000001,Other,False,False,False,False,True,False,False,False,False,False
65000,10,No,Yes, 0.5% + 3p,Transportation Services,384.6505,Other,False,False,False,False,False,False,False,True,False,False
1000,10,No,No, 1.69% + 0p,Retail Outlet Services,16.9,,False,False,False,False,False,False,True,False,False,False
20000,500,Yes,No, 0.49% + 2.5p,Retail Outlet Services,111.41114,,False,False,False,False,False,False,True,False,False,False
60000,70,Yes,Yes, 0.5% + 3p,Professional Services and Membership Organizations,354.15171428571426,Other,False,False,False,False,False,True,False,False,False,False
3000,100,No,Yes, 1.69% + 0p,Agricultural Services,50.7,Other,True,False,False,False,False,False,False,False,False,False
450000,30,No,No, 1.75% + 0p,Miscellaneous Stores,7875.0,,False,False,False,False,True,False,False,False,False,False
5000,12,No,No, 1.5% + 0p,Miscellaneous Stores,75.0,,False,False,False,False,True,False,False,False,False,False
100000,45,Yes,Yes, 0.39% + 3p,Miscellaneous Stores,457.5048000000001,Other,False,False,False,False,True,False,False,False,False,False
1000,15,No,No, 0.8% + 2p,Miscellaneous Stores,8.371146666666666,,False,False,False,False,True,False,False,False,False,False
350000,12,Yes,No, 0.42% + 2p,Miscellaneous Stores,1626.7066666666667,,False,False,False,False,True,False,False,False,False,False
5000,12,No,Yes, 0.8% + 2p,Transportation Services,41.869666666666674,Other,False,False,False,False,False,False,False,True,False,False
30000,120,No,No, 0.49% + 2.5p,Contracted Services,167.169625,,False,False,False,True,False,False,False,False,False,False
30000,30,No,No, 0.49% + 2.5p,Miscellaneous Stores,167.3785,,False,False,False,False,True,False,False,False,False,False
187500,1200,Yes,Yes, 0.4% + 3p,Retail Outlet Services,847.5211875,Other,False,False,False,False,False,False,True,False,False,False
10000,500,No,Yes, 1% + 0p,Retail Outlet Services,100.0,Other,False,False,False,False,False,False,True,False,False,False
20000,5,Yes,No, 1.69% + 0p,Professional Services and Membership Organizations,337.99999999999994,,False,False,False,False,False,True,False,False,False,False
350000,30,Yes,Yes, 0.39% + 3p,Miscellaneous Stores,1601.8002,Other,False,False,False,False,True,False,False,False,False,False
200000,125,Yes,Yes, 0.4% + 2.5p,Business Services,929.17152,Other,False,True,False,False,False,False,False,False,False,False
40000,180,No,Yes, 0.8% + 2p,Miscellaneous Stores,334.4371555555556,Other,False,False,False,False,True,False,False,False,False,False
50000,100,Yes,Yes, 0.49% + 2.5p,Miscellaneous Stores,278.63925,Other,False,False,False,False,True,False,False,False,False,False
50000,15,No,No, 0.65% + 2p,Miscellaneous Stores,348.9646666666667,,False,False,False,False,True,False,False,False,False,False
30000,6,Yes,No, 1.5% + 0p,Retail Outlet Services,450.0,,False,False,False,False,False,False,True,False,False,False
100000,2500,No,Yes, 0.55% + 2p,Transportation Services,592.0047360000001,Other,False,False,False,False,False,False,False,True,False,False
1000,5,No,No, 1.75% + 0p,Business Services,17.500000000000004,,False,True,False,False,False,False,False,False,False,False
150000,15,Yes,Yes, 0.4% + 2.5p,Miscellaneous Stores,698.9219999999999,Other,False,False,False,False,True,False,False,False,False,False
125000,500,Yes,Yes, 0.5% + 2p,Professional Services and Membership Organizations,677.5271,Other,False,False,False,False,False,True,False,False,False,False
25000,30,No,No, 1.75% + 0p,Miscellaneous Stores,437.50000000000006,,False,False,False,False,True,False,False,False,False,False
200000,50,Yes,No, 0.39% + 3p,Professional Services and Membership Organizations,914.94864,,False,False,False,False,False,True,False,False,False,False
60000,50,No,Yes, 0.8% + 2p,Miscellaneous Stores,501.8006400000001,Other,False,False,False,False,True,False,False,False,False,False
260000,30,No,Yes, 0.4% + 3p,Miscellaneous Stores,1176.3752,Other,False,False,False,False,True,False,False,False,False,False
50000,150,Yes,Yes, 0.8% + 2p,Miscellaneous Stores,418.05573333333336,Other,False,False,False,False,True,False,False,False,False,False
80000,15,No,Yes, 0.49% + 2.5p,Miscellaneous Stores,447.0853333333334,Other,False,False,False,False,True,False,False,False,False,False
80000,15,Yes,No, 0.8% + 2p,Miscellaneous Stores,669.6917333333334,,False,False,False,False,True,False,False,False,False,False
40000,55,Yes,Yes, 0.8% + 2p,Retail Outlet Services,334.52160000000003,Other,False,False,False,False,False,False,True,False,False,False
500,25,No,No, 1.75% + 0p,Business Services,8.750000000000002,,False,True,False,False,False,False,False,False,False,False
200000,2500,Yes,No, 0.42% + 3p,Contracted Services,967.6116111999996,,False,False,False,True,False,False,False,False,False,False
42300,90,No,Yes, 1.69% + 0p,Miscellaneous Stores,714.8699999999999,Other,False,False,False,False,True,False,False,False,False,False
400000,850,Yes,No, 0.99% + 0p,Business Services,4040.0,,False,True,False,False,False,False,False,False,False,False
500000,15,No,No, 0.4% + 3p,Miscellaneous Stores,2264.52,,False,False,False,False,True,False,False,False,False,False
854000,30,Yes,Yes, 0.42% + 2.5p,Miscellaneous Stores,3938.3690266666654,Other,False,False,False,False,True,False,False,False,False,False
300000,15,Yes,Yes, 0.42% + 2p,Miscellaneous Stores,1393.8559999999998,Other,False,False,False,False,True,False,False,False,False,False
40000,10000,Yes,Yes, 0.8% + 2p,Contracted Services,334.40066880000006,Other,False,False,False,True,False,False,False,False,False,False
120000,65,No,Yes, 0.4% + 2.5p,Miscellaneous Stores,557.708676923077,Other,False,False,False,False,True,False,False,False,False,False
1250000,30,Yes,Yes, 0.28% + 2p,Retail Outlet Services,4102.733333333334,Other,False,False,False,False,False,False,True,False,False,False
4000,35,Yes,No, 1.69% + 0p,Business Services,67.6,,False,True,False,False,False,False,False,False,False,False
50000,100,No,No, 0.49% + 2.5p,Retail Outlet Services,278.63925,,False,False,False,False,False,False,True,False,False,False
240000,5,Yes,No, 0.5% + 2p,Miscellaneous Stores,1315.6416,,False,False,False,False,True,False,False,False,False,False
2000,40,Yes,Yes, 1.75% + 0p,Professional Services and Membership Organizations,35.00000000000001,Other,False,False,False,False,False,True,False,False,False,False
80000,37,No,Yes, 0.55% + 2p,Professional Services and Membership Organizations,473.856,Other,False,False,False,False,False,True,False,False,False,False
200,200,Yes,Yes, 1.69% + 0p,Miscellaneous Stores,3.38,Other,False,False,False,False,True,False,False,False,False,False
180000,20,Yes,Yes, 0.4% + 2.5p,Miscellaneous Stores,838.0098,Other,False,False,False,False,True,False,False,False,False,False
160000,10,Yes,No, 0.5% + 2p,Miscellaneous Stores,881.76,,False,False,False,False,True,False,False,False,False,False
450000,30,No,No, 0.4% + 2p,Retail Outlet Services,2003.835,,False,False,False,False,False,False,True,False,False,False
180000,165,Yes,Yes, 0.4% + 2.5p,Miscellaneous Stores,836.1733090909091,Other,False,False,False,False,True,False,False,False,False,False
2000,15,Yes,No, 1.75% + 0p,Miscellaneous Stores,35.00000000000001,,False,False,False,False,True,False,False,False,False,False
1500,12,No,No, 1.5% + 0p,Miscellaneous Stores,22.5,,False,False,False,False,True,False,False,False,False,False
50000,10,No,No, 0.65% + 2p,Retail Outlet Services,349.197,,False,False,False,False,False,False,True,False,False,False
420000,400,Yes,No, 0.4% + 2p,Business Services,1869.0934500000003,,False,True,False,False,False,False,False,False,False,False
1000,25,No,No, 1.69% + 0p,Transportation Services,16.9,,False,False,False,False,False,False,False,True,False,False
12000,5,Yes,Yes, 0.8% + 2p,Professional Services and Membership Organizations,100.72128000000002,Other,False,False,False,False,False,True,False,False,False,False
100000,30,No,No, 0.8% + 2p,Miscellaneous Stores,836.5573333333334,,False,False,False,False,True,False,False,False,False,False
1000000,100,Yes,Yes, 1.69% + 0p,Clothing Stores,16900.0,Other,False,False,True,False,False,False,False,False,False,False
300000,450,Yes,Yes, 0.42% + 2p,Retail Outlet Services,1392.0618666666664,Other,False,False,False,False,False,False,True,False,False,False
55000,10,No,No, 0.65% + 2p,Transportation Services,384.1167,,False,False,False,False,False,False,False,True,False,False
100000,15,Yes,Yes, 0.39% + 3p,Miscellaneous Stores,458.1144000000001,Other,False,False,False,False,True,False,False,False,False,False
320000,20,Yes,Yes, 0.42% + 2p,Miscellaneous Stores,1486.2848,Other,False,False,False,False,True,False,False,False,False,False
15000,150,Yes,No, 0.75% + 2p,Miscellaneous Stores,119.41592,,False,False,False,False,True,False,False,False,False,False
90000,30,Yes,Yes, 0.42% + 3p,Miscellaneous Stores,435.85542,Other,False,False,False,False,True,False,False,False,False,False
30000,12,Yes,Yes, 0.5% + 3p,Business Services,177.4425,Other,False,True,False,False,False,False,False,False,False,False
149000,200,Yes,Yes, 0.4% + 2.5p,Miscellaneous Stores,692.128989,Other,False,False,False,False,True,False,False,False,False,False
1000000,15,Yes,Yes, 0.28% + 2p,Retail Outlet Services,3284.373333333333,Other,False,False,False,False,False,False,True,False,False,False
22000,30,No,No, 0.8% + 2p,Miscellaneous Stores,184.0426133333333,,False,False,False,False,True,False,False,False,False,False
20000,10000,Yes,No, 1.39% + 3p,Retail Outlet Services,280.4008412,,False,False,False,False,False,False,True,False,False,False
90000,5,No,Yes, 0.55% + 2p,Retail Outlet Services,534.9312000000001,Other,False,False,False,False,False,False,True,False,False,False
80000,20,No,Yes, 0.6% + 2p,Business Services,517.3168,Other,False,True,False,False,False,False,False,False,False,False
250000,15,Yes,Yes, 0.45% + 2p,Miscellaneous Stores,1231.6400000000003,Other,False,False,False,False,True,False,False,False,False,False
50000,20,No,No, 0.65% + 2p,Miscellaneous Stores,348.8485,,False,False,False,False,True,False,False,False,False,False
20000,20,No,No, 0.8% + 2p,Miscellaneous Stores,167.36720000000005,,False,False,False,False,True,False,False,False,False,False
580000,20,No,Yes, 0.35% + 2p,Miscellaneous Stores,2293.291,Other,False,False,False,False,True,False,False,False,False,False
